120,124,1238,4703,5654,9651,12784,13233,13606,19257,20779,21003,22601,23410,24301,25368,26099,29469,29898,29981,31553,34156,34830,35620,40491,43789,45750,47658,48800,48968,48990,52181,56053,58929,59787,67314,67729,68453,68503,69401,71765,72434,74376,75709,76847,80307,81171,82781,83328,84303,86428,88460,89152,91169,93434,94567,94587,99950
122,2426,5285,5331,8638,9683,14210,16590,18572,19683,20900,21225,25386,27600,27829,28013,31032,31277,31525,33213,33485,35524,38900,40579,41239,43190,43633,46767,48787,52523,58815,59221,59518,60139,62285,63418,63565,67202,69124,70992,72006,74163,74174,74177,74351,74383,74428,74526,76305,77585,82193,82402,83661,84251,85193,89385,93127,99246
151,447,498,548,904,1157,1213,1297,1345,1836,2107,2195,2250,2259,2290,2384,2653,2691,2824,2843,2917,2918,2986,3014,3027,3151,3191,3316,3383,3619,4895,5051,5113,5518,5608,5738,6129,7223,7452,8037,8647,8958,9145,9219,10067,10327,11583,14600,17787,18865,19035,20175,20494,25905,29174,31316,43176,45210
152,2865,3068,5703,9656,12068,15075,15635,17167,19577,21727,23129,23460,25911,26734,27630,28144,29832,32263,33514,33898,34176,35418,36915,37319,40851,42509,44120,47287,49718,50717,53636,54558,56433,57814,58336,58457,59325,59948,61598,63661,64939,66518,70158,79218,89299,91472,91620,91623,91686,91690,91807,91838,91863,91866,91882,91889,93630
158,1604,8747,9040,10178,10993,11844,14025,16574,16647,23084,25644,26438,30358,31678,36095,37578,39234,40065,41154,41186,43110,43425,44533,45842,48916,49668,50109,51080,59243,59278,59281,59283,59839,59842,59859,59908,59957,59969,59973,59994,60002,60121,64337,64826,65820,67580,68103,70313,82297,82852,84310,85265,88171,91429,92593,92596,96954
169,508,1595,6711,10158,10665,14014,14871,16221,16782,17582,20363,22196,22996,23466,26462,27117,27602,28859,29218,29790,29805,32612,33691,35743,37067,40869,43756,45168,46667,50123,50480,50959,52486,52928,55339,55884,58534,60694,64609,65172,75465,76838,78067,83005,83107,93496,96220,96227,96332,96344,96348,96406,96451,96467,96516,96524,99258
186,2612,7342,7488,9715,12021,12978,14847,15438,16299,16595,19419,20475,21416,22538,24236,30780,31292,31375,32424,33341,33607,35771,36052,36539,37253,39715,40116,41693,41990,49856,55956,60561,62919,65513,66640,67496,70924,71216,71810,71864,73143,78946,79210,79797,79888,80232,80409,80475,81361,82959,83879,88984,90882,92465,94257,97131,98676
191,3008,3649,4925,4987,5446,6824,6899,13292,14177,15431,17586,17899,18922,19732,25305,25980,27820,29389,30695,35384,35492,38863,41068,43746,44292,45282,49393,50938,54115,54998,60585,61518,61595,61954,61978,62217,64124,67242,67339,70618,75330,78402,78944,79815,84190,84725,86245,86275,86313,86345,87413,87425,87504,87508,92817,93771,95082
197,1657,1756,2261,5427,6206,6811,8745,13801,17523,18415,18474,18653,19627,19979,24000,26861,26916,27027,27531,27917,28712,30685,37480,39487,41689,43928,46758,48213,48997,51524,54157,64032,64521,65515,68424,68902,73103,76633,79650,79694,79702,79836,79901,79922,80146,80888,81109,84229,87206,87802,87909,88581,88926,89192,89568,92140,94057
212,1298,4760,5710,6962,9517,9577,10266,13765,15980,17519,18445,19897,21024,23916,24793,24945,26058,32417,35431,36580,37739,42276,44220,44638,46963,47709,47710,50073,51209,51555,51999,54156,54632,57778,63212,63664,65452,66598,67223,67525,70334,75204,75599,75987,78455,78917,82733,86322,87943,89241,89295,89560,90076,91203,92284,96302,98144
234,2518,2809,4921,5383,11263,12769,15105,16487,18579,19937,22385,24719,24815,25357,27036,32914,34294,34510,37782,37915,38145,38782,39352,39764,42375,43210,46318,53943,57103,58600,58802,59156,60154,60963,62530,62896,63667,66721,70562,72330,72359,72388,72445,72458,72477,72571,72976,73483,79949,80846,82740,86657,88574,90942,92409,96037,96586
242,2575,5256,5585,9610,10219,12626,16117,18550,19677,20471,21266,22555,25650,27773,30403,33245,34385,34592,34980,35979,37049,37644,39627,41806,45259,46447,47958,51539,53045,53710,54494,57275,58508,60609,61867,64973,66395,70377,70416,70443,70469,70506,70529,70552,70574,70679,70787,70949,80074,82677,86284,87482,89377,90207,96527,96579,97553
245,453,539,1602,1685,2499,6695,7404,9000,9922,12723,15407,15448,19149,24477,24717,31939,32785,32942,33820,37415,38578,38737,39150,41211,45056,45268,45900,46141,48096,48275,57221,61430,63831,64530,65211,65844,66876,68820,71602,73183,75034,76476,79223,82089,82132,82195,83464,84318,84978,87774,88912,90102,91615,93670,93832,95448,95914
255,3233,3776,5011,6165,7084,10100,13184,14352,14936,16516,17928,20444,20733,22457,27076,27452,28199,30768,32172,33314,36424,37403,37717,41305,48625,50353,53572,56441,57976,58166,59168,61801,63096,63486,65139,65346,65363,66058,66102,69038,71152,71179,73935,75329,76421,78881,83246,85206,85225,85257,85291,85371,85447,85490,86741,93546,97551
269,2092,2914,3676,3764,7077,7834,8551,10126,11897,14477,15498,16827,18797,20609,21552,25903,26014,26892,29435,32932,33857,35023,35663,37423,39723,40072,40630,41628,43954,47161,48327,55596,58887,59928,60939,63540,64751,66394,69133,70634,70703,75833,81255,84280,86025,89169,90182,97990,98031,98336,98410,98422,98431,98473,98534,98617,99912
274,1399,3293,5441,6489,7281,7539,8794,11623,11662,15536,20613,23638,29297,30297,33147,33480,36190,36692,37395,38400,39445,39607,43335,44873,44977,46065,47356,47652,49087,53800,54642,57356,58135,59153,59754,61397,62512,63723,64264,65306,67808,69959,70028,70826,73206,74324,77526,79269,82333,90700,90776,91985,92381,96201,97439,97815,99507
289,1559,4414,5646,6565,7237,8377,9438,9822,9871,10246,13146,13212,19851,20089,20266,23628,31382,31638,31882,33476,36229,37805,39025,39072,43388,43924,45179,48313,48697,48996,50192,50581,52314,53122,54432,61475,62340,65071,69673,69847,72409,80331,80641,80665,86570,93284,95246,95473,95742,96051,96055,96057,96100,96163,96180,96196,98130
340,1275,2071,2445,3821,3994,7162,8635,12897,14766,16009,17264,17309,18452,19500,20945,25424,25581,28274,28290,31445,37139,38341,40004,42318,42590,42770,43103,49499,50737,52400,53441,54355,57068,59879,62495,64945,69794,70926,71016,74747,76534,77051,77511,80548,83182,90161,90511,90530,90567,90587,90638,90639,90768,90797,94990,96866,97656
342,7714,7837,9545,10203,10768,12920,15913,16131,18592,18833,20524,25065,26394,29421,30265,31489,33192,34536,34665,35364,36302,38230,39167,40337,44394,44976,47760,49436,49826,51194,54742,54867,57223,58286,58415,58579,59965,62348,63180,71755,72229,73293,74107,74387,75616,77757,78966,79432,80266,81385,88579,90003,90106,92418,92469,93484,97810
358,4441,5855,5961,6422,6812,7037,8236,13355,14896,15668,20119,25500,28576,30423,31271,33152,33448,34734,35439,35466,37075,39094,43140,45894,47536,51774,55850,57963,59346,59962,60807,60941,60964,60973,61035,61074,61379,61986,62559,64963,65407,67170,68557,69349,70208,76295,77063,80260,80480,83791,84034,85577,86116,88844,92982,96365,99020
367,842,5974,7936,12184,15030,17685,17766,18225,19106,19598,21328,27655,28791,31493,31591,32226,34411,35137,36427,36763,37636,42128,42251,45047,45220,46793,46859,47167,47694,51452,54377,55453,58327,59390,59940,61906,63581,64260,66321,67145,71523,73251,73497,73599,74239,74362,74379,75814,76662,78339,80590,86525,88719,90303,91130,91477,95111
371,820,5792,6922,7549,13728,14759,16441,16758,17261,17890,19731,22596,23796,24652,24985,25474,25687,29237,29834,33904,34141,35779,38484,40592,40709,41210,41529,43359,45862,47291,54512,60477,61694,65427,65901,66818,68220,69814,71557,73041,74277,75687,77506,80259,81953,82038,82962,83255,83926,84106,86441,87605,87957,88356,89741,93402,98927
392,1476,1948,4422,4432,4805,5329,6705,10753,13600,15959,19110,21848,27563,27589,27768,30818,32929,35681,40059,41462,43971,44989,45383,46104,46200,46951,47431,49554,55995,56032,62505,62589,63798,63812,64596,65625,65928,69177,69178,69249,69318,69420,69471,69492,69513,69567,70446,75680,78953,80619,86350,87521,91010,91943,93646,96665,99673
421,1350,1440,2610,4906,7631,8471,9098,9455,9617,10757,10937,12844,14390,14476,18500,19610,24346,25844,25918,26576,31723,31728,35315,36282,38552,43455,49056,49122,49936,52120,53220,53802,57846,59706,59978,60802,66246,72425,73329,79593,83135,86009,90242,90438,91798,92044,93182,93199,93228,93244,93246,93282,93420,93447,93466,97629,98560
430,2191,4074,4325,4485,8952,9241,10504,11484,12636,12934,13754,19122,19650,23208,23763,28061,28536,30892,32860,34587,39041,40410,41032,47304,49360,50957,53080,54113,55478,56837,57359,57584,61776,65781,66983,68196,70411,72401,73081,73658,73778,75060,75880,77640,78045,81079,81084,81088,81133,81179,81187,81593,81595,82934,85964,95317,97915
460,4035,5976,6666,7736,9588,13418,16629,18935,19157,19857,20874,22606,27977,29625,31695,31702,32276,32648,33511,35308,35457,36167,36906,37367,44546,47477,47997,50165,51285,51504,51962,53937,58460,62439,62922,64230,69629,71280,72547,75172,75333,75561,75620,75649,77277,78301,78321,78410,78863,79505,80168,82209,83068,85787,86746,90534,99522
467,1357,3963,5653,7912,9172,10195,10572,12259,13266,14538,14943,21766,22922,24723,27083,27903,28978,29795,32118,32438,37043,38932,42261,44460,47819,49548,51332,51690,52138,55085,56175,57052,60551,60628,61962,63541,66961,67073,67453,69408,72863,73848,75163,76827,77410,78595,78608,81928,82215,86914,88468,88813,89750,91399,93469,94649,98948
472,2430,4768,8366,10818,13061,16218,20569,22581,23743,24537,26242,27550,27965,32310,34335,34501,34677,38103,38645,39323,39372,39699,42406,42857,43737,47686,47955,48527,49302,51409,51552,52186,57648,61616,61637,61675,61680,61968,61983,62019,62674,64239,64336,68376,74738,75774,77461,77879,79358,80877,80908,81925,86402,89709,94441,96934,98843
475,4657,7157,7874,8146,8388,8682,12311,13787,14503,18236,18523,23459,24425,24560,25283,28162,33634,33810,34710,36856,37303,38012,39434,40178,43441,47839,48404,48985,49386,51610,56121,56953,59158,60330,62037,62069,63000,64495,70159,70986,75430,76635,76751,77128,77137,78784,79622,81126,82001,82090,82597,86519,89309,89931,95545,96514,98345
531,1694,2464,3340,5734,9371,10227,15394,16024,16249,16313,17510,20879,25725,31839,33069,33361,36847,36998,39474,40369,40849,41910,42772,43099,43163,43464,43581,48475,50259,52337,52827,52918,54482,54779,54838,56333,59006,62334,63091,67003,69031,69266,69700,73731,75875,81998,82609,83700,85858,86219,88316,90739,92059,95137,98686,99223,99923
532,2905,3918,7708,9016,10718,13680,14571,19044,19616,19808,19969,21031,21072,21618,22011,27195,27293,28762,30156,30603,32495,37170,37806,38450,38997,41803,47535,47808,47948,49577,51998,58885,60631,61416,62105,62358,64095,67377,69976,70338,74846,75195,77778,78359,78453,79444,81491,81531,82202,89117,91926,92108,92416,94378,95454,98579,99731
547,1188,1656,1864,5716,7888,9186,9904,13002,13218,19909,20528,21814,23680,24024,26107,27254,27596,27724,30484,31305,32801,34376,39988,40840,43931,47191,49745,50594,56447,62994,64959,66008,66877,67432,69317,70190,71048,71243,71785,72016,72028,72061,72170,72182,73496,76251,76438,77479,77803,79607,85279,85346,85891,92476,92850,98268,99001
573,1693,1869,2780,3430,5426,8110,8947,10729,10930,12242,12699,18759,24470,24687,25064,26201,29901,30158,34231,35187,35543,36111,37603,39244,39450,39700,40118,40658,40670,41451,41756,44957,52258,52895,60562,61570,70210,75849,78818,79629,79716,86722,87050,89528,89596,89626,89677,89704,89719,89723,89727,92299,93102,95931,96079,98658,99007
580,1146,3015,4320,5546,8620,8975,9967,12566,17454,18477,19687,23654,24206,28567,29323,30107,30235,32440,32776,33650,35939,37521,42354,52271,52595,55358,56046,56558,57041,57520,61521,61525,61586,62022,62034,62077,62091,62107,62161,62190,62279,63953,69771,70763,72686,73059,76864,78038,81609,84831,87318,90893,91466,91899,93322,97881,98542
606,880,2655,3553,4440,10839,14397,14588,15079,16447,17100,17196,18508,19368,23504,24836,24899,25719,29080,29609,29860,32955,37273,42506,43923,47402,49229,50093,52546,54501,55597,56943,57240,60074,63016,63507,64003,64274,64299,64370,64461,64481,64491,64610,64667,67466,83045,84000,90024,92092,95348,96098,96341,96716,97258,97456,98454,99080
616,799,3062,4280,5515,8919,12161,12861,13880,15944,16448,17088,18181,21159,25926,26175,27704,27844,28573,29256,31095,32856,33208,34235,35821,36230,36323,37612,39565,41192,43239,44243,46548,62414,64083,66742,70806,73344,74817,76616,77552,79612,80092,83465,84042,90221,90225,90230,90251,90326,90334,90343,90344,90370,90376,90466,90505,96868
622,950,10658,10749,15092,16167,20522,21086,21521,22189,22742,22878,23696,24036,24070,24968,25118,25331,25371,28749,36170,37522,40700,42793,43150,46148,46279,50411,52392,52927,55244,55922,56814,58787,58979,58996,59207,59463,61274,61542,61674,62331,66527,69160,70460,72820,73677,76157,80849,83607,87994,88583,89261,90936,94213,96370,97436,99712
623,2944,8066,8906,9075,9972,13171,14510,19822,19906,20176,22365,27394,28616,28984,30322,30761,30931,30973,32663,32989,33599,38222,39440,40476,43041,44442,47824,48718,52430,58701,58851,59003,59032,59136,60903,61454,62164,63292,64731,64857,67204,69922,77950,78886,78970,80744,80763,80810,80929,81015,81022,81058,83035,91297,94337,95117,96458
638,5105,7427,9679,10133,10999,12951,14555,14869,16063,16308,17950,20167,22157,23767,26992,28695,29969,32976,34132,35084,35441,37711,37851,39918,43557,50756,53595,54314,55825,56117,58984,61442,63628,63851,64036,65189,66280,66896,69027,72214,72991,73955,73963,74078,75122,75776,75836,76901,78819,81333,85011,85223,85486,86040,88766,92293,94161
640,1179,1483,3125,4455,7468,22174,22238,22423,22792,23381,24909,26847,28679,30050,31039,32620,33061,35033,38320,42107,44031,44516,45153,45529,46733,47573,48389,49306,49680,49777,49875,50899,52685,52768,55320,58743,58841,61997,62814,64301,64383,70180,70429,71059,72242,73093,78392,82991,83402,86698,87764,87829,89080,90597,92150,94783,94977
649,1808,3046,5203,5245,5263,10011,11745,15406,15616,16120,19428,19962,20039,20268,21592,23475,24412,29553,29915,32214,32251,34576,38625,43323,44337,44541,44912,46284,51394,52481,54461,59466,60771,60776,61203,61237,63549,66407,66847,69210,70933,71644,75279,84878,85700,87912,90827,91189,92651,92977,92983,93017,93031,93055,93061,93113,93131
667,1530,1857,7278,12110,12451,13444,13656,15324,18021,18934,19685,20137,22723,27272,27786,27797,30444,32414,34999,38675,40595,41437,42005,43065,43199,45088,46408,48410,54211,55762,58151,60535,62231,63852,64685,64691,64720,64784,64909,64920,64989,65001,66168,69601,69975,72246,77246,80723,80873,83469,84958,87891,91673,98469,99235,99808,99815
682,3092,4436,6587,10395,10558,13758,14281,15395,17572,18259,19459,20487,22063,24161,26646,27703,29399,30623,31270,32020,32582,39457,47975,48365,48538,49017,49211,49811,50330,57550,57741,57802,59084,59109,62824,62873,62907,63988,65634,67633,68971,71375,72769,73084,73558,77306,79504,81570,81619,84214,84536,87185,91760,93320,93672,98625,98657
705,1816,4534,6635,6869,7650,9274,13427,15404,15552,16530,16963,18528,22956,23139,23416,24900,25048,25109,31026,34223,35873,41496,41942,42045,42367,42957,50527,55401,55997,56479,58289,60651,62519,66119,66254,66700,68199,69073,71157,72137,72987,76184,80287,80448,80527,80595,80602,80618,83939,84399,84893,85403,85547,85903,86120,88949,95715
718,843,3623,11720,14620,15763,15778,16988,18337,21233,21351,21751,23684,24685,26859,27093,27882,32782,32937,35333,41156,41307,41523,42958,43271,44811,45975,46757,47900,48924,50658,50778,51375,53863,54548,55561,56692,60082,60576,60666,61465,67670,71468,73474,74222,76641,78693,82725,83509,84457,88057,88340,89128,89977,90432,91996,98250,99137
755,11653,12439,13342,16733,18005,19133,20048,22695,23821,24045,25313,25726,26473,28153,29051,31279,32077,32375,34391,36220,36898,37258,41143,41471,41565,44710,46339,47416,49568,51642,52636,54085,54814,55479,57678,58314,59046,61913,62122,62821,64809,64999,65419,67147,73465,78368,79295,79899,82395,82971,85188,87531,87836,94483,95525,96005,97022
775,4892,5846,9204,11322,12181,14997,18475,18774,19266,21157,22210,23631,25997,27201,31755,33870,34852,36781,41011,41659,42552,42701,42791,43095,43107,43468,44402,49727,49884,49990,51277,51533,52311,53864,55327,57864,58835,66978,70199,70479,70614,72187,75022,76167,76385,77455,78215,78451,80301,82935,82954,85877,85985,86081,89408,93242,95483
787,885,6139,7836,10068,10407,10419,11389,12173,18463,21712,24849,25696,27585,28939,30133,30575,31052,33941,35627,36088,36453,36608,37467,38897,44839,50744,53248,56029,57185,58248,58340,58431,58479,58583,59184,59926,60569,62272,63228,64399,66151,67093,67139,70061,70786,71964,76828,81208,84910,87408,87462,90785,91082,91191,93377,98619,99046
802,2973,3050,3215,3644,6470,6550,6637,9231,9342,9988,11618,15101,19268,20898,27595,31314,31589,34402,34525,34564,39030,41374,43016,43098,46786,46834,48516,52841,57668,65698,67200,67238,69796,72635,72655,72663,72672,72700,72708,72727,72742,72761,72771,72813,72836,72862,72887,72907,72928,77629,82810,84547,87317,90240,90602,96392,97327
805,2511,3960,7007,10926,13225,14076,14223,17268,17749,17843,19237,19796,20265,30199,31042,33437,36051,36883,37973,38257,38329,40848,41854,41865,42805,46369,48363,50579,50988,55363,56090,57513,60019,62072,64471,64969,68603,69595,69933,70423,70707,70902,72736,73283,73949,74651,75593,76510,77144,78287,81090,81416,84762,90123,90217,92001,95847
857,3395,3593,7235,7568,9013,11277,12235,12608,15575,17220,19144,20381,21074,23377,24863,24939,26452,30573,31794,32616,32693,34261,36679,41395,42006,47454,47886,53416,54111,55970,57755,61121,62097,64554,67337,67344,67479,67516,67558,67760,67774,68250,70176,71111,75951,77476,79596,81020,88862,90927,91065,91668,92169,93593,95702,95909,99572
875,2776,3140,5283,8079,9478,9793,10772,12170,12405,17093,17296,18776,19506,20118,25453,27078,27081,28630,34274,35321,36066,37282,39901,40196,43941,45045,45164,45419,45554,48805,51964,56045,56196,59701,60739,62853,63789,67794,68880,72660,73800,77720,80064,81439,82154,82938,84824,86462,86573,89191,91162,91912,92369,95957,97287,97628,98131
881,1087,1171,1954,2694,7667,10331,11122,11586,12523,13193,13790,15167,15219,16671,18070,18097,21043,21996,23620,24700,25735,26218,27007,30123,32923,40677,44163,49420,51695,53155,53701,56018,56060,57876,63766,65447,67985,76897,77615,82271,86639,88305,93613,93673,93678,93684,93705,93709,93752,93812,93822,93825,93829,93836,93893,93929,93964
898,1812,2343,4867,9725,13806,14995,19676,21630,21929,22633,22899,23639,24325,24822,25828,27512,28591,30368,37181,43620,44583,47737,49186,50111,51001,51648,52354,54438,56400,56830,58065,61261,63280,63321,63328,63340,63384,63396,63416,63430,63510,63546,63552,68184,68915,71374,73555,73706,78093,78134,78518,79338,80728,89786,94488,94803,99164
906,2248,2928,3847,7400,8302,9409,12084,13522,15788,17207,19391,20860,22056,22257,26192,26232,26318,31757,33539,40194,41533,42899,42995,43137,45040,45185,46471,48708,53963,54495,54783,54978,57606,61496,61979,69540,70090,71301,73528,74851,76311,76316,76342,76403,76480,76529,76587,76617,76630,80692,82458,85505,88141,92753,95668,95982,96573
940,1759,2303,2558,4982,6312,8701,8811,10077,10711,13549,14590,21473,23019,25988,26871,27359,28617,28714,29497,30629,31466,36293,37244,39068,39377,46574,47348,52643,53172,56554,56800,57277,59115,61500,62681,62704,63924,66107,68963,69900,73653,75827,76642,78348,79360,81828,83195,84037,86757,92594,93216,93321,96726,96792,97164,97372,100000
