3395,7086,90526,97220,99522
5182,21955,85265,92413,92934
8864,13097,88302,93466,94020
9088,20363,83068,92373,92857
18137,25178,73090,90334,91010
23737,44024,72635,78453,78900
26975,38715,76720,77264,78075
45873,61315,61962,63671,64928
623,51844,55187,57641,63633,68821
638,1865,5974,94048,97383,97841
640,11687,15788,78370,95452,95812
649,46284,49496,59688,68158,73474
667,3215,27708,73354,95931,96874
682,10114,26153,69887,95153,95760
686,4620,9910,83567,99018,99948
705,2780,10868,89488,96744,97164
718,23392,40405,62247,85023,85964
755,3039,28714,71580,96586,97075
770,3905,15342,79072,99136,99524
775,16695,27976,67003,92021,93279
787,17100,24622,81830,86511,86899
799,4280,27700,75585,94344,95041
802,5661,6182,88145,97842,99117
805,12062,29824,63628,95473,95957
820,7836,11961,83135,96866,97131
842,4626,16159,83444,96124,96554
843,5452,11583,80944,99119,99808
857,9573,20679,72170,97022,97448
875,19751,37603,57088,90882,91550
880,5093,12288,84958,96759,97771
881,12738,14689,81502,93574,94365
885,2835,12677,82962,98410,99980
898,5360,20350,77135,96790,97216
904,3847,4341,94581,96794,97282
906,7157,9793,80980,99137,99776
940,7989,21007,72987,97187,97639
950,2610,16704,86120,95454,95911
979,4349,15338,81428,97551,98104
984,9078,17216,82437,93829,94205
995,4320,8852,86570,97079,99933
1023,14166,38737,66796,87910,89117
1042,14393,16423,79649,92808,93434
1044,27563,31301,75951,80749,81141
1061,2919,6312,91939,97416,98102
1087,9301,13525,83255,95117,95464
1106,5203,9747,84271,98579,98843
1119,2497,24477,76864,96180,96612
1143,4325,22271,76242,96716,97052
1146,3619,9371,90221,96458,96934
1149,5284,25566,81609,91899,92242
1150,12687,21712,73497,94114,94589
1157,12836,17890,87093,88987,89786
1165,6711,20177,89465,89888,90343
1171,2206,7667,88316,98658,99731
1179,10068,15513,79427,95483,96079
1185,2131,5295,92785,98032,98321
1188,7184,11239,85651,95914,96573
1195,3062,25674,73653,96822,97343
1213,2282,30797,73270,94551,95636
1221,10558,10885,84335,95149,95601
1229,17887,21448,79545,88497,89143
1235,2478,3227,93633,97725,99451
1237,3019,7736,86229,99733,99795
1253,1836,34473,72332,93705,94150
1263,5331,13759,83305,96524,97567
1264,8796,22457,75593,94567,95072
1275,2561,27724,73071,96051,97067
1277,7488,12636,88926,93447,93975
1288,4672,29632,71623,95042,95492
1290,7509,18293,78067,96003,96587
1297,6470,11874,79621,99132,99355
1298,6974,17924,78175,96523,96855
1342,2806,3862,91162,98904,99673
1345,3322,12259,83402,98068,99353
1350,2195,19650,83464,95348,95742
1357,3902,15123,89234,93822,94311
1393,14057,14746,74729,96201,96623
1399,2517,6798,88844,98473,99718
1406,1812,3477,91537,99748,99769
1418,2776,17950,78215,98130,99260
1433,2575,6083,88874,99223,99561
1439,2946,7708,87001,99235,99420
1440,14477,25050,75408,90432,90942
1441,7452,26188,76588,92596,93484
1444,5354,17032,78578,97475,97866
1458,2472,4962,89709,99206,99942
1463,6008,12769,86546,95137,95826
1472,7904,11963,81684,97127,97599
1476,5922,8635,82902,99393,99421
1483,7519,18309,78152,95776,96510
1488,5191,9881,88142,96348,96699
1499,17863,36382,72187,84539,85279
1502,2503,21396,81667,95141,95540
1511,10765,27083,71990,92902,93498
1518,4430,7631,92937,95092,96141
1527,10533,31887,78151,87273,88378
1530,9438,13765,76828,97915,98273
1532,1954,10149,85626,99230,99258
1538,2926,3801,94081,97372,98031
1542,3776,15498,89263,93546,94124
1548,19537,43888,57963,86823,87990
1552,3651,13574,90897,93639,94436
1556,7045,21441,85520,90890,91297
1559,7880,18774,79720,94542,95274
1568,3963,6305,88480,98560,98873
1585,4321,8804,86698,97872,98469
1595,10331,14172,78693,96341,96617
1602,9979,23139,77703,92224,93102
1604,19110,22657,66155,93939,94284
1609,2247,2597,92058,99399,99839
1625,5653,16120,86081,93964,94306
1645,6350,12509,78966,98721,99558
1656,10578,13729,75776,97436,98574
1657,14092,15545,76510,94451,95494
1685,5854,11448,90393,93893,94476
1693,4327,5043,88099,99080,99507
1694,6425,7328,85642,97814,98846
1715,10178,23726,73368,94144,94618
1723,4633,7235,87748,98065,98345
1756,4495,10844,82258,98712,99684
1759,3624,12184,81700,98667,99815
1760,10729,26861,69513,94166,94720
1765,3913,12053,85787,96882,97349
1793,15993,25968,71001,91436,91558
1801,13369,19343,79286,91424,92526
1808,2418,23794,84422,92317,92990
1816,3372,18559,83998,94649,95355
1826,4892,14802,82935,96451,96843
1857,5721,7400,84037,98880,99854
1864,5515,7779,88300,96885,97406
1869,2261,8147,90326,96896,98250
1872,7900,8469,86525,96332,96651
1877,3050,22444,78038,95975,96365
1879,5716,13696,82991,96543,96924
1935,3058,7374,89256,97793,98333
1944,7050,14397,78953,97083,98322
1948,7936,16142,84652,93142,93929
1956,4703,16217,83221,95647,96005
1960,12773,21083,77949,91568,92416
1975,10507,11150,82337,95737,96043
1980,2986,31661,76342,92187,92593
2012,4895,11468,84025,97409,97940
2015,14590,26942,69819,91926,92457
2032,3008,14436,82810,97419,98044
2037,7479,11496,78376,98649,99712
2071,7528,11622,83692,96196,96640
2092,7281,10930,78667,99164,99615
2107,6664,12651,82975,96319,97033
2133,30327,31872,65350,83182,84885
2136,15635,23795,64826,95448,95909
2149,3208,5677,93086,96675,96954
2166,3233,19058,74723,98985,99584
2171,4160,23570,77286,94894,95668
2189,18343,21031,71208,92001,92977
2191,3066,46597,59787,92771,93337
2193,4440,17005,80591,96621,96899
2196,9075,9915,79358,97667,99538
2221,20600,24924,76717,86566,86721
2237,8211,11810,79509,97656,98326
2238,13952,20038,76867,92025,92629
2248,3832,8577,91761,95294,96037
2250,9388,18225,80259,93570,94057
2253,7019,8117,90893,94392,95075
2259,3338,16487,85767,94493,95405
2294,11122,11890,75874,97950,98619
2295,6406,18135,78339,96060,96514
2296,6564,11508,87797,94488,95096
2303,2715,14093,80405,99046,99187
2334,6978,10126,81928,98047,98336
2343,4485,8167,87909,97217,97628
2384,2854,31130,80619,90182,90580
2389,9735,19577,77259,93678,95111
2413,6260,13242,77246,98638,99950
2419,6878,34584,71602,90597,91669
2426,24322,36104,66876,83557,84464
2430,11230,12934,77137,96579,97439
2445,4815,22529,82241,92678,93041
2459,5608,8471,92275,94161,94775
2464,10146,17021,74643,96553,96922
2480,10002,12784,81680,95250,95553
2498,5855,10686,91399,93242,94069
2511,7121,23473,79622,92227,92795
2518,4871,20784,79204,94964,95408
2523,3383,13180,82646,97440,98577
2528,9640,13801,81058,95160,95562
2534,4524,10627,81255,99242,99567
2577,5724,6812,88882,96708,97046
2593,5408,6194,86022,98534,98998
2612,5546,8855,89325,95482,95929
2641,10979,20266,69977,96728,97158
2644,12607,23302,73848,92293,93055
2646,5518,15075,84627,94585,95298
2653,7037,15672,80572,95715,96100
2655,6695,19381,82790,92982,93246
2691,4181,10076,87116,96533,97152
2694,36959,39591,50601,83709,84195
2728,3845,5069,89261,98172,98674
2768,6658,15092,77418,97629,98184
2809,3582,20689,72932,98676,99061
2824,14771,17779,78455,91769,92151
2843,7162,24815,78948,91807,92174
2865,3593,9016,84400,98927,98948
2905,7781,15445,81739,94354,95525
2914,6251,17356,80595,95067,95566
2916,10247,11491,84982,93889,94224
2917,6699,22237,82733,91271,91892
2918,16963,34894,65767,88173,89034
2923,5446,10409,82581,97815,98575
2928,4978,23504,80921,92465,92953
2944,3191,10565,88424,95908,96717
2973,7256,14522,81748,95246,96004
2976,8714,16588,82959,92973,93539
2988,9341,9822,86539,94202,94857
3014,4805,11808,83045,97276,97801
3015,13469,13817,75245,95901,96302
3027,16801,26452,71058,89748,90663
3031,9656,16101,78214,95045,95702
3043,4531,21197,73053,97608,98317
3046,3639,17309,78321,97553,97881
3055,8928,19677,78033,93646,94410
3068,4711,9705,90652,94440,95173
3082,10327,18054,74567,95499,96220
3092,8647,19335,77476,94226,94973
3114,13362,16299,82803,90702,91469
3119,18070,24551,67660,91980,92369
3125,8906,11371,88949,92429,92969
3134,14642,25500,81413,86181,86879
3151,6971,18528,85577,91227,92295
3152,11301,14329,79629,94332,95006
3155,6206,23763,84172,89377,91076
3158,3666,5256,89381,97287,99001
3162,5441,20685,73492,97263,97706
3172,13214,22992,73266,92149,92956
3182,7204,18193,81179,93832,94159
3199,6468,10274,82402,97275,98131
3269,5426,10408,86122,96095,96429
3293,4094,4987,89528,97618,98229
3307,5792,10011,80888,98096,99655
3316,4441,8745,92648,94002,94597
3334,17074,20176,67941,94441,94783
3340,6538,12844,83999,95333,95695
3347,14242,27497,70321,90842,91500
3353,18436,23834,74383,88555,89188
3366,5557,12180,86044,94986,95616
3385,7077,11379,77358,98978,99572
3430,6811,8544,81396,98100,99468
3462,9517,20945,72688,95290,95847
3465,7568,11576,76940,99006,99194
3473,15693,34764,60707,91047,92065
3482,12523,29130,76167,87891,88556
3499,10527,30652,72111,90240,90720
3510,4372,15867,75478,98610,99912
3553,5245,21606,84524,91050,91771
3558,3943,12599,84399,96223,97027
3563,7613,21472,72672,95920,96509
3591,14936,21359,82231,87423,88209
3604,12770,24412,72311,92169,92483
3607,6635,14368,78905,96868,97366
3623,13549,22723,75687,90544,91623
3625,14548,34796,67846,88237,88697
3628,6832,16619,88682,90511,91477
3644,7358,8775,88487,94337,95148
3649,15575,22694,73281,90838,91712
3676,8612,12371,74700,98686,99704
3686,13128,28522,70679,90587,91147
3695,8336,10422,76743,98625,99928
3698,29421,37711,70316,78201,78402
3747,5654,8631,81199,98818,99700
3764,4921,12811,77783,98783,99687
3780,4600,18307,79464,95500,96098
3784,8204,12833,86111,93133,93684
3793,16825,18263,71785,93331,93752
3815,12410,19357,74428,93526,94213
3818,10104,32929,61766,94394,94738
3819,8388,21352,77757,92788,93645
3821,11219,14467,82364,92753,93125
3861,5036,8366,84831,97580,98075
3869,13364,14249,80296,92594,93377
3877,11823,23803,73440,92140,92666
3888,21439,30104,73149,84168,85001
3918,19985,32829,63546,88581,88890
3942,16100,21103,71370,92203,93031
3960,10266,13184,74681,97514,98144
3994,15116,27501,65658,92434,93046
4027,4867,7874,85700,97215,98066
4054,9577,21139,76079,93228,93672
4066,8701,29210,74763,89750,91259
4070,17213,19198,79531,88657,89080
4074,5024,36248,65752,93127,93524
4092,12521,26843,76480,88604,89209
4155,10395,14039,75669,96467,97024
4176,7432,22135,81439,90843,91724
4180,9679,12897,83939,93282,93772
4208,7278,22038,78277,92817,93131
4210,21186,21558,70917,89502,90376
4215,14155,16814,75875,93017,93673
4216,5062,16063,73813,99007,99588
4217,12436,19087,72947,94072,94990
4291,17582,24071,75752,87829,88224
4296,11274,13930,77489,95069,95691
4334,5140,7645,84242,97810,98578
4335,9013,9972,83824,95060,95545
4362,6731,12974,87957,92509,93216
4414,11565,25233,82934,86624,86979
4415,5734,12105,85321,94947,95227
4422,11263,15910,80334,92311,93509
4423,6444,10816,80266,97258,98542
4436,7751,8601,82894,96840,97227
4451,16522,42464,66080,83565,84667
4455,8958,24849,76421,91189,91877
4459,4834,6165,90106,95898,96287
4506,15913,41496,65427,84950,85457
4528,14620,14871,80068,90768,92894
4534,5060,16380,77803,96862,97110
4544,8747,19610,78930,92370,93548
4560,19237,20925,64667,93982,94378
4574,17604,21588,73979,89746,90258
4612,6519,8811,91559,92828,93420
4619,14125,19144,76550,91267,92044
4621,10044,43199,58046,90739,91100
4625,9588,9900,82439,95381,95816
4657,5159,24725,72389,95049,95770
4668,13342,21254,82516,87798,88171
4690,5051,5437,84144,98810,99617
4697,10709,13233,87017,90883,91210
4737,33941,44045,65640,74387,74999
4760,28559,32440,59369,86016,86605
4768,5750,15165,75889,97723,98454
4780,10510,24863,70855,93061,93680
4813,7567,28630,78617,88813,89309
4848,10753,16141,71846,96705,97456
4879,9172,37361,68137,88760,89440
4882,5400,14847,77617,97013,97990
4906,19428,29430,68734,87406,87845
4925,10937,18730,83146,89567,90444
4944,20317,21516,67001,91686,92285
4952,8285,15778,81022,93625,94087
4960,9010,26734,79505,88642,88898
4964,7427,11115,77461,98125,98657
4982,18759,25109,66920,90776,91203
5011,8193,23154,79922,90466,91003
5016,5728,17812,83714,91866,93613
5050,10520,22900,72133,93321,93825
5055,5361,5623,87259,96724,97727
5073,17965,28061,64264,91065,91321
5084,6693,8708,89490,93542,94232
5094,31636,33695,61880,82498,82946
5095,7738,17502,82111,92059,93244
5105,15006,35862,75572,82116,84088
5113,21627,35779,68235,82953,84042
5187,7768,26711,70794,93302,93987
5188,6129,14880,75465,97819,98268
5240,30906,32224,59821,84456,85102
5263,10675,36543,68968,88087,88213
5283,20444,37187,71630,80242,82963
5285,16199,22297,69607,92077,92284
5286,6850,7744,79223,99246,99400
5305,5961,20225,77719,94056,94483
5329,12566,30365,73477,87855,88157
5383,20652,26251,66001,89299,90163
5391,7403,25725,70416,94186,94628
5393,9946,18669,76642,93298,93801
5416,20452,33347,64020,86478,88036
5427,8807,13656,74728,97076,98055
5447,11187,14223,74732,95775,96385
5454,12133,13106,82972,91867,92217
5517,6899,17536,86322,90009,91466
5564,37045,53308,64299,68486,69047
5580,9142,18592,76271,93709,94455
5585,17454,18004,76403,89933,90370
5621,10990,15232,85858,89622,90426
5646,7377,12921,81126,94824,95855
5660,31164,32015,56502,86025,86383
5690,27965,32118,56645,87408,87923
5710,10993,11734,72802,97939,98571
5738,22061,32496,72630,81879,82945
5764,34404,44784,49302,81570,81925
5769,16310,21397,74686,89427,90160
5779,15757,26540,70933,88862,89878
5784,9556,11745,78975,95526,96163
5794,10133,15536,75398,95276,95612
5796,24201,29502,57884,89850,90516
5800,6273,9311,86007,94847,95511
5822,11926,13926,76662,94462,94951
5846,20820,36943,64035,84654,85451
5872,21911,24206,65253,89977,90530
5885,6402,6705,87836,95063,95858
5900,21523,22011,63297,92350,92668
5938,6424,15677,75836,96726,97148
5956,20733,24700,79019,83328,84013
5976,9610,12626,79295,94735,95507
5989,6749,18954,87776,88810,89471
6017,11476,20279,68981,95368,95628
6099,19133,26242,70191,87633,88451
6112,9455,18463,76305,93311,94103
6127,24938,30002,57379,89314,89989
6137,11277,14857,73033,96053,96392
6139,7547,13966,71557,98617,99923
6205,8087,18535,76995,93670,94257
6208,9269,14523,75293,96057,96399
6209,25713,40010,59283,82929,83605
6211,8912,11623,78581,95871,96551
6223,20265,31314,65446,86997,87504
6238,22157,22564,78368,83529,84893
6286,9337,30484,64809,93113,93720
6306,30892,38900,62713,79005,79933
6422,7630,18780,87212,88587,89118
6441,16650,36351,65051,86449,86807
6445,13091,26389,68503,91483,91838
6489,17512,27857,72453,86496,86942
6515,17958,22265,70334,90102,90575
6550,15516,24051,74676,88098,88858
6565,11446,18572,75421,92524,93221
6587,19822,24252,68890,88690,89508
6634,12661,24716,70899,91338,91501
6637,33868,42941,53122,80308,80873
6638,38662,40592,47948,81426,82483
6666,14713,25716,68531,90797,91326
6755,8056,12316,74777,97653,98192
6786,8441,13680,75863,96309,96670
6791,16991,18119,71280,92092,92476
6808,26175,34444,66800,81484,82038
6824,16278,31026,61465,90860,91296
6848,7559,35186,73856,86974,87326
6869,16782,17262,66528,94977,95331
6872,14014,16714,78391,90567,91191
6881,13491,13837,78301,92381,92858
6922,12819,19979,77584,89408,91037
6945,15364,20475,68914,92660,93391
6962,11804,18872,72955,93320,93836
6977,8037,22931,70106,94693,95005
7007,8994,14502,87293,89711,90242
7084,15961,17533,73786,91172,92213
7138,10700,11737,80108,93732,94334
7205,19308,27387,72773,85251,85825
7211,24723,31039,63974,84762,86040
7223,9806,17204,83827,89453,90236
7237,19431,31060,67145,86219,86657
7239,13000,14759,74107,93973,94671
7336,15798,18474,70026,92793,93322
7342,17814,19970,76616,87774,88233
7378,16448,32776,65423,87678,88046
7399,11322,28784,70460,89577,90207
7404,21505,26221,63418,89177,90024
7417,23631,27882,65227,86573,87019
7468,8146,14236,80677,93402,93820
7476,18510,27249,74078,84533,85903
7484,9512,21634,80483,88984,89652
7539,20858,32133,67903,84468,84848
7545,7961,13771,83926,91971,92575
7549,18082,18380,80331,86362,87045
7551,13292,18950,67525,95017,95414
7634,8331,20657,77392,91739,91996
7642,10905,20175,79433,89425,90169
7650,19559,22014,66862,90534,91130
7692,14873,15868,77352,90344,91620
7697,17288,17881,75297,89655,89931
7699,10158,21072,67471,95470,95879
7714,12447,26576,66418,92108,92486
7726,14701,16090,73420,92630,93182
7820,20745,22257,70618,87920,88389
7834,13223,37644,60471,89192,89385
7837,16078,20779,81491,85219,86345
7839,19857,30582,63766,87605,88100
7846,8772,24180,68474,94050,94427
7851,11434,15515,78784,91943,92222
7876,11618,21607,77206,89212,90230
7888,8682,23117,79400,88338,90324
7912,17811,19441,76063,88054,88468
7917,21884,26966,62896,88805,89281
7954,25118,31142,57265,87930,88340
7980,22385,33599,72410,80062,81313
7984,14485,24537,72663,88785,89295
8057,17281,18523,74847,89337,89704
8066,10806,18818,81546,88772,89741
8078,24988,46626,71374,72838,73845
8079,19373,27602,68541,86741,87413
8080,15506,39404,60201,87050,87508
8110,25186,26755,60152,88308,89238
8149,21075,21473,67774,89504,89774
8164,11330,15413,73088,94698,95056
8182,16325,32414,64263,87765,88800
8191,8716,9091,79081,96143,96527
8236,17196,28663,66978,88102,88574
8263,13632,15034,68058,96227,96535
8273,16885,30629,68199,86631,87132
8302,9799,28296,69593,90741,91018
8325,15890,17754,76925,88852,90003
8377,9559,16457,75878,93469,94009
8417,13270,14943,85447,87645,88027
8422,12027,16484,76023,91991,92802
8444,8996,18304,78587,91268,92150
8492,9697,10797,88101,90060,90602
8503,14836,19283,78259,88212,88656
8508,16313,34499,55154,91473,91802
8518,23129,23600,69700,86227,86575
8551,13824,36703,70217,83918,84536
8559,12129,41010,60808,87462,87781
8592,22066,27493,65634,86699,87265
8620,24968,41216,63833,79316,79796
8632,10444,14406,78275,92612,93380
8638,30613,45500,65201,73198,74599
8670,10195,12369,72742,96611,97162
8699,13562,16681,72872,92651,93284
8770,19683,34809,66818,83535,84134
8786,13225,40456,64198,85099,85985
8794,18861,24196,66008,89729,90161
8821,30078,36262,55021,83516,84051
8828,10084,31052,68102,89560,90123
8891,9866,11196,74754,96232,96810
8919,10017,16441,69595,95985,96792
8947,18393,31602,65102,86556,87149
8952,10283,17798,77974,91229,91513
8975,12238,26464,78881,84878,86313
8978,22256,28144,65205,86481,86685
9000,12699,27998,71157,88240,88655
9025,14812,20077,69964,91548,92323
9031,13327,14931,77900,90829,91731
9040,14571,18550,76687,89048,89853
9098,38228,42638,46090,80616,81079
9145,17682,26243,67344,88486,88849
9186,14214,27245,64337,90885,91882
9204,20767,24236,71520,85188,86834
9210,12044,17983,74738,91673,92101
9219,21952,28455,63798,86973,87352
9231,17834,18901,69787,90827,91169
9241,22500,24357,79360,80728,81563
9251,25065,40257,57356,82299,83521
9274,9773,16222,73558,94249,94673
9278,22387,34788,59044,85994,86258
9312,14474,43042,63147,83614,84160
9342,16249,23908,67479,90133,90638
9354,21848,29681,57814,89241,89811
9362,14076,16167,68376,94707,95061
9409,25966,28485,71816,80480,81593
9413,9779,11586,85156,90639,91176
9417,9856,18022,77778,90700,91976
9478,35320,39615,58135,77415,77786
9545,13227,21968,76735,87866,88408
9552,21746,27437,75864,80623,82527
9579,22071,23963,61625,89429,91082
9591,12877,18935,71135,92361,92850
9606,17510,21043,73949,87559,88082
9617,21793,27272,62091,87943,89033
9651,18108,45067,53487,85250,86186
9683,11118,11505,72434,96344,96665
9716,15518,19148,72359,90225,90783
9725,14116,36302,61327,87851,88428
9758,20377,24717,59961,91429,91507
9829,13146,35038,63280,88008,88448
9832,15200,21979,74707,87760,88271
9871,16019,20528,66789,92124,92418
9897,19725,31723,60576,87438,88390
9901,12451,21583,63384,94770,95660
9904,10635,13003,73970,94803,95434
9922,10488,30199,77585,84547,85008
9940,14551,19279,74871,89276,89832
9967,16301,20089,75745,87386,88261
9988,22326,26011,63396,87425,88603
10009,16024,41903,70614,79198,80001
10063,18427,26438,71270,84020,87531
10067,10853,18021,69895,94064,94849
10077,18741,26916,65447,88095,88473
10090,10971,28142,66742,90424,91380
10100,18424,29969,65785,86031,87440
10145,15485,19687,72589,89626,90217
10148,20203,20631,59881,93115,93771
10156,16443,21344,77306,85294,87206
10159,15290,21417,71866,89175,89842
10168,12218,15324,68902,95082,96055
10203,14827,20671,68996,91063,91989
10219,28464,41071,61784,77265,78946
10238,20327,22143,72320,85999,86722
10246,13266,20575,83581,84710,85371
10318,33809,34304,58714,79949,80655
10330,18556,19665,67009,90785,91404
10332,33848,38724,60587,76716,77542
10350,15449,18065,74067,89596,90222
10363,26462,34326,62024,81619,82955
10381,15428,17264,81781,86009,86886
10407,13171,18480,73144,90879,91668
10419,30152,33873,65278,77880,80147
10434,16758,19676,62512,93812,94557
10495,11100,25673,66058,92087,92336
10504,15180,20726,81606,84618,85115
10572,14572,19647,81935,84930,86093
10597,25094,25650,66359,84703,85346
10620,12475,21063,68946,91889,92756
10658,16702,53499,59281,78558,79051
10665,30973,37470,62341,77876,78424
10666,26111,28659,55250,88410,88653
10711,16221,16827,72686,90303,91001
10718,18259,20613,69474,89116,89569
10725,18477,33953,67809,83035,83750
10740,31839,51755,67202,67961,68252
10749,17088,28241,58362,91511,91798
10757,21653,28850,78059,78818,79612
10768,34353,35457,53710,80929,82532
10772,33176,35890,54227,81595,82089
10812,13600,26289,80202,83055,83791
10818,25730,27201,61397,85597,87006
10829,12407,17628,74073,90927,91885
10839,15848,27333,78618,82215,82896
10887,22189,44818,64865,77349,77641
10926,14600,19385,73555,89321,89962
10944,11900,34931,59994,89727,90253
10984,23696,25384,65448,85760,86477
10999,11620,30019,70060,87075,87976
11041,11850,12292,70996,95588,95982
11042,28973,32375,72084,76251,77024
11168,14995,34388,62922,86548,87728
11200,26201,38287,63486,78264,80311
11204,16192,23186,70928,87918,88321
11221,23741,31695,69825,80059,81208
11260,20443,23670,69892,85648,86836
11300,18812,57326,60491,74549,75271
11339,18846,40868,53266,86516,86914
11342,12779,49186,59839,82072,82531
11352,14983,32882,61454,88312,88766
11356,22360,29125,64224,84989,85695
11389,21457,28862,71256,81316,83469
11457,12525,15781,73934,91851,92201
11479,37534,40869,66395,69550,71922
11484,15646,18149,70864,89743,91863
11519,19459,21328,62868,90951,91624
11611,25963,42365,67819,74392,75599
11653,20162,47657,59978,78819,79480
11654,14690,15475,78577,88184,89169
11662,23494,27741,76151,78808,79893
11668,34078,39492,43861,83880,84770
11672,16308,28025,64542,88279,88923
11703,12242,23208,63565,92766,94265
11720,14968,15552,80806,87096,87607
11793,14245,41966,65927,81528,82290
11844,19560,27557,75200,80933,82655
11881,19989,24000,63989,88828,89062
11888,13544,23438,73283,87602,87994
11897,16662,18005,74689,88021,88475
11945,14121,29633,75970,82862,83218
11976,22920,34005,51191,88583,89074
11986,33156,35187,56017,80232,81171
12004,14536,39736,64783,82954,83736
12021,12204,15388,81145,88166,88825
12068,17523,18192,75359,86927,87680
12084,20268,42408,62873,79815,80301
12102,19906,28831,78367,78678,79865
12110,12311,15167,69715,93859,94587
12161,36371,45861,56400,72777,74179
12170,13166,29637,58816,91551,92409
12173,13418,13773,83980,86777,87628
12181,34649,41437,64685,71468,73329
12187,12910,21399,68557,90936,91760
12201,20003,22577,75677,82817,84474
12235,15488,32784,64465,85797,86980
12265,19268,19962,68019,88912,89323
12332,15101,18934,63607,93634,94141
12341,14503,18449,62069,94983,95404
12405,15219,36436,65563,83883,84243
12439,12893,28712,60543,91472,91690
12514,20716,26044,68347,84922,85206
12516,35627,38937,41054,84483,85132
12531,22705,43592,57052,80602,81267
12535,14997,21238,79963,84000,85016
12550,19864,38667,63364,80846,82458
12591,24155,41938,54779,81801,82485
12594,15448,18787,77720,86402,86798
12608,18797,19157,70806,87802,88579
12691,16733,22825,69266,87915,88319
12723,15079,35072,57610,88362,88903
12763,17519,18371,71485,88719,88892
12785,13671,30576,75561,82271,82885
12804,13606,23416,82154,82609,83160
12814,13962,27293,70993,86168,86519
12861,15621,18832,70461,89723,90251
12951,15770,20616,65230,91171,92011
12978,33514,42552,52375,77879,78451
12984,22315,26399,69969,82380,83702
13002,21481,23270,72477,83509,84010
13023,13523,24002,69900,88460,88841
13061,25654,27104,61818,84725,85387
13062,19763,24883,78878,80494,80669
13175,16202,23480,80917,81529,82446
13189,16506,32416,64554,85193,85891
13192,16516,21508,68329,88836,89368
13193,25283,41102,58314,78792,81065
13212,25688,32495,58984,83508,83862
13218,21266,45854,49252,83879,84280
13219,14818,21351,69133,89152,90076
13221,20072,27589,59423,88536,88908
13232,40908,42407,49211,75680,76311
13234,18604,50992,59637,76975,78307
13268,18700,31104,73800,80263,80614
13274,22760,25145,64891,85585,86094
13278,23694,27365,75039,78378,79995
13326,35066,37992,53441,78655,79269
13370,23781,25180,69530,82355,83533
13397,16145,22943,73103,85877,86284
13403,18789,40658,61611,81080,82208
13427,17722,35939,65067,82195,83399
13437,22336,26889,56732,88895,89460
13444,24515,29685,70703,79338,80064
13445,26748,37521,61867,78518,79650
13457,18577,19414,79000,83111,84190
13522,14716,28567,62097,89128,89719
13551,13790,14510,68283,93630,93985
13601,19602,19937,63825,90047,90737
13651,19142,45181,49229,85138,85408
13654,17323,33584,75709,78608,78871
13659,28160,33375,58327,81976,82252
13661,39888,40065,48079,77925,78131
13697,14079,28186,68590,86153,87044
