40268,89786,89811,89832,90303
56744,85760,85762,85765,85969
44024,88810,88813,88825,89528
29183,92612,92651,92660,92894
15143,96060,96079,96095,96623
73033,81187,81199,81208,83373
43260,89020,89209,89212,89299
14839,96201,96309,96319,96332
11322,97076,97079,97083,97440
49154,87500,87531,87536,88279
51776,86721,86722,86727,88054
62285,84386,84397,84464,84468
59050,85079,85088,85132,85651
73283,81529,81531,81546,82111
31870,91877,91882,91885,92486
75733,80933,80944,80951,81439
52043,86979,86980,86997,87001
41776,89261,89263,89276,90424
32460,91863,91866,91899,91912
16308,95770,95871,95908,96143
8273,97608,97618,97628,98873
22852,94009,94020,94023,95096
29658,92418,92429,92434,93061
5060,98577,98578,98649,99136
44818,88785,88792,88800,88805
62940,84011,84013,84020,85016
10686,97152,97158,97162,97842
23353,93985,93987,94002,94673
55597,86031,86111,86122,86139
32062,91739,91760,91761,92678
1023,99718,99731,99733,99795
20569,94693,94698,94707,95333
5073,98469,98473,98534,99451
14690,96220,96223,96227,96640
49668,87408,87438,87440,88046
28165,92937,92946,92969,92983
62037,84354,84357,84359,84893
51194,87096,87116,87132,87462
75878,80873,80877,80888,81484
55165,86040,86044,86094,86657
9341,97562,97567,97580,97950
5855,98431,98454,98574,98686
33721,91326,91399,91404,92150
1143,99617,99655,99673,99912
23803,93929,93939,93964,94365
11737,96840,96843,96855,97725
67965,82902,82929,82941,83263
25730,93302,93311,93320,94337
19506,95056,95060,95061,95317
74179,81269,81295,81313,81944
27747,92973,92977,92982,93321
54518,85994,85999,86007,87482
20820,94628,94629,94649,95274
7488,98047,98055,98065,98345
40116,89650,89652,89655,90927
39856,89385,89408,89425,91926
31675,91996,92001,92011,92317
26464,92788,92793,92795,95160
60385,84711,84725,84728,85451
44569,88828,88849,88862,88892
50182,87212,87259,87265,88082
27828,92629,92630,92648,94265
49220,76867,79058,97419,97436
21634,94427,94436,94440,95063
50423,87149,87185,87186,88057
71661,81953,81971,81976,82439
35364,91100,91130,91147,91259
77324,80494,80600,80602,80980
8508,11808,31755,76275,77757,96943,96954
12514,23821,24909,57752,93662,93670,93672
2986,13776,74256,77131,77246,77259,77346
13802,32256,34871,77633,80475,80480,80483
9679,13930,25145,87628,87633,87645,88340
15578,18592,47709,72887,81619,81738,81877
13418,13806,15974,69124,95879,95898,95901
16278,19381,61441,75694,75709,75745,75752
6699,12201,18865,79210,85877,98068,99080
20167,20177,34418,74324,74851,88027,88036
12738,19735,20522,86534,86539,86546,87386
22063,36797,57196,68324,68384,69420,77816
22992,31525,31636,58929,84958,84978,84982
5515,23795,23839,47048,99928,99933,99942
8855,23902,54249,78055,78134,78152,78653
24939,36898,49429,51410,76316,80259,80749
10635,23620,25109,59886,93574,93583,93593
11479,26399,54327,69249,76743,80677,81126
15545,27092,27835,61766,88850,88852,90060
27957,28013,55995,56006,64784,83614,83631
26550,29581,30142,58046,84533,85565,85583
623,30199,53266,63297,84092,84172,84351
26014,30915,31499,49039,87504,87508,87521
23745,31771,39576,68413,68730,83882,83883
122,31088,33532,66418,68912,99948,99980
19796,33820,40465,53071,80813,85539,86496
10578,22387,34592,49820,94186,94213,94224
25305,34637,36883,64471,69473,78905,90326
26462,30633,35088,48469,72695,93322,93331
26576,35494,41827,49255,64596,91076,91176
32310,36282,47580,51199,65153,83607,83869
7427,23377,37258,37537,98096,98144,98161
21233,38670,42208,67898,68350,80619,81022
11496,38724,38737,77465,77476,77479,78623
25560,39549,44008,57973,64118,83535,85257
42276,42406,43239,47085,61986,73934,89074
14746,18872,42317,55005,89560,89567,89933
33548,37044,43050,46574,78908,80108,80768
13403,43107,60551,68718,68719,69471,76031
28221,34021,43612,47824,63469,91424,91429
9617,43642,43684,50165,77719,87328,87845
2610,43770,43923,72390,73778,81748,81781
29927,32414,45530,69892,73874,73967,74396
2139,13166,45818,82963,85099,85115,85700
26081,38996,46369,48742,50339,94735,94738
2195,27882,47304,75034,82451,82553,82581
41143,41337,41585,47752,49490,89325,89368
23129,32612,48275,55162,65227,87797,87798
25877,30019,33341,50275,73731,93377,93380
19986,34015,50482,69645,69673,69674,86525
8302,14329,31730,52274,97771,97793,97801
1149,5661,40518,54156,99353,99355,99808
2691,49568,54595,54974,79360,79379,79433
15475,43199,55768,71222,71237,71246,71853
20381,44487,46514,56057,56060,88240,88261
5188,61674,64660,66847,66866,66871,67894
2919,19687,50539,65230,87146,87206,87273
21185,23270,28559,66008,72872,94050,94056
12238,17190,59463,65202,66119,89741,90047
13003,44811,68424,68432,68437,68440,68453
4969,37043,43332,68922,68963,86665,90106
19862,47009,50581,70416,70423,70429,71280
4430,22760,70899,75333,75344,75359,75875
5800,19769,66969,71857,71864,71890,91851
31004,38228,41210,72182,72187,72199,72990
17766,36703,55189,72486,72493,72655,72708
15485,23438,23480,72724,88212,88271,88390
8647,35433,64262,72878,72882,72907,72991
24700,31301,37805,73368,73390,73741,85695
9098,18396,39243,73826,74021,92217,93199
16484,28587,57606,74082,74107,74112,75022
16662,28433,43875,74141,74163,74171,88555
16540,37049,47535,48334,74540,87994,88008
26318,29210,33764,59168,74754,88362,88424
14223,18647,61887,76095,76096,76151,76901
23019,24418,44786,62995,76271,84254,84257
5084,11618,76385,76386,76403,76421,77703
10729,16647,65901,76617,76633,76635,76838
18170,34441,42995,48864,76638,89188,89704
13525,30098,47109,77132,77200,77206,77730
16264,19373,32167,57814,77418,97349,99615
25376,62161,62164,62190,62217,62231,63661
10971,36341,41211,77558,77559,77582,78778
11888,32621,36114,78161,80402,80405,80409
8492,33122,45185,78294,78298,78301,78308
26473,33731,47402,53710,78367,80149,80168
16331,20060,49386,78391,78392,78402,79038
10068,10247,61064,79464,79475,79480,80202
1458,32808,46234,78758,80204,80231,80307
20784,32214,52314,54255,80064,80068,80301
14917,33726,46626,65446,78305,80311,80669
19529,40579,40677,61897,74655,81267,81396
21448,35466,46140,60550,73192,81595,81609
11900,16310,42106,82338,82350,82355,82641
24822,42657,46786,50245,69847,82271,83372
1548,23846,43633,82516,82527,82531,83399
2503,24709,60477,60939,83692,83700,83980
17436,18812,47579,64889,83609,83736,83939
19414,23945,41834,59044,85164,85188,85411
10331,64798,64809,64814,64826,64857,65565
11881,29578,55352,59987,73041,84910,85251
10725,14850,58701,59833,85279,85291,85321
8772,24533,52181,58020,85490,85499,85505
22948,31848,34304,55938,83061,85626,86275
15763,35627,44951,56992,73809,86081,86777
16619,34411,35543,54508,86284,86313,86322
5360,27704,30831,62122,87607,92956,93420
6251,9276,41946,78667,87855,87918,88087
7851,12180,39374,76295,88099,88100,88101
13364,41154,46988,46991,74777,88145,88581
21793,28241,39474,44707,88587,88595,88603
21774,21814,35257,53680,88923,88926,89626
7751,35084,44495,53752,81090,88844,88984
21414,21627,23694,65339,89191,89192,89543
2865,27481,44510,70949,76184,88697,89314
5016,18470,46087,69959,79212,89719,91537
23741,30695,33870,64667,69606,87678,89743
1801,2558,33691,90343,90344,90370,90893
9040,26452,42999,48478,91003,91010,91018
14832,33344,41068,73183,73198,73206,91169
245,8635,32982,82971,91712,91724,91731
7961,28839,32171,52200,91939,91943,94947
14242,14503,30652,63280,92044,92058,93221
169,11301,16227,92990,93046,93055,93212
3208,10749,27387,82378,89878,93102,93298
28663,34796,35660,46074,69991,90438,94378
242,3764,19368,91534,95005,95042,95045
1559,17769,26979,67466,95405,95408,95414
13754,15975,23139,57465,96543,96551,96573
3430,18070,23185,63798,97110,97131,97276
9897,10868,54702,64497,65211,97409,97416
9078,9793,41010,47463,97448,97456,97752
4964,40908,43789,55441,57709,98579,98610
11963,24925,31290,77415,77457,78292,98658
4341,40868,43557,55370,58036,98880,98948
3062,8978,19431,70637,99018,99020,99854
7528,31659,37253,60386,65994,97656,99524
2464,10520,44839,44892,98783,98818,99684
367,26676,44210,44394,44402,63671,87829,88451
686,1518,22913,52623,65306,73289,91380,92285
1463,2032,31032,44442,61500,77617,88772,93142
1948,18510,25858,32677,59013,65733,98130,98131
2303,39878,44217,44234,45298,46279,88468,89323
3066,38897,40398,42552,47125,55315,86009,86638
3172,17137,25331,34520,41806,91971,91976,94087
3666,4180,18342,60313,78348,78359,78368,78424
3942,23344,38561,43098,48318,52598,92857,97282
36928,51699,51720,51725,51737,51774,51781,52636
177,56751,56767,56769,56784,56796,56800,59156
4372,6165,34852,47291,47344,63474,98229,98273
4528,24245,38166,53931,60510,68557,75031,75032
6565,12770,19148,45099,56557,69814,95006,95041
7336,15757,21441,30443,41239,94581,94585,94618
158,7479,26966,61486,63228,72409,84084,84190
6550,7630,18235,50172,55749,77411,85011,99242
8164,13023,25269,49991,50101,55133,98571,99748
8444,10133,31278,43467,52364,84667,84762,84885
9088,34044,34105,39440,59792,68215,68389,86927
9337,10504,31638,48319,55408,64027,89429,91338
9413,11187,31794,46126,53327,70562,82243,95348
4879,9866,13397,13952,82991,91623,91624,91668
2988,10363,26755,45153,68880,71256,82189,92416
10565,18776,33829,38828,48994,71816,86605,90587
12062,19851,23680,34356,46465,79621,91980,91985
12129,21254,32940,48410,51801,60596,75612,97258
2261,4070,12204,46141,77825,82250,82938,92311
6099,12535,24196,37011,45529,88604,89440,96586
12773,22137,37403,41990,46773,72660,83111,83153
7836,12978,18700,63016,68474,76063,76458,76475
3158,13146,38257,39030,47287,60744,98985,99393
2189,4436,14406,49017,69266,83880,88319,88487
11810,14670,39630,43721,62708,62804,69540,95117
15285,23963,40955,45138,47872,72425,72434,81928
12811,15778,58184,58460,58583,58600,58640,78944
14214,16019,53639,53657,53673,56244,57699,94855
16202,31591,31632,43706,59891,59904,59910,97164
13327,17586,31042,38400,50601,64521,92224,92299
17685,26048,33527,39132,44759,63143,79031,96675
6209,8638,18065,51964,78678,78687,78775,78984
6033,18082,37915,55963,55991,58045,83661,84310
18093,25506,41533,43675,48005,52713,85225,85250
18309,20377,29428,35095,52825,67553,87923,88490
548,13962,18559,29287,40425,98978,99006,99235
12934,14880,19044,44983,67339,70864,73146,96810
10114,19087,21911,32989,52014,75245,94311,94329
13223,19602,31190,45873,48364,48380,96651,96717
13523,19676,19987,25688,61978,81784,82297,95067
3307,10330,19864,35862,77783,77789,78454,96611
19970,31382,41452,45525,55927,61429,61430,82885
20119,20779,45554,48523,51617,56575,58802,98031
10159,21179,34835,38790,41067,75969,81179,96822
7476,21238,33676,47989,49294,71284,72862,96181
8620,21328,35300,54579,54592,56435,74173,94973
15255,20317,21508,24146,62410,71625,92369,92370
3591,21642,35617,47155,72339,72352,72359,74945
21727,32971,42191,45945,50689,58508,60651,87318
21961,32375,40339,40474,48435,60280,75330,80806
17863,19283,22315,52481,71755,71765,71777,72761
15513,21024,22444,54107,55563,76550,76588,78211
13061,17213,22601,27786,32693,95526,95558,95562
11986,19350,23726,42857,48406,62279,94462,96934
23815,27122,30922,46705,55773,65911,65928,83824
3027,6974,24091,45536,70719,70730,85532,93391
11115,14412,19989,24206,53693,92169,92203,92213
67,8441,19985,24274,53785,97814,97815,97819
16167,24544,34193,34231,63487,63549,68377,95452
4703,15888,25516,36608,38152,88836,95148,95149
16986,25453,25602,30685,54599,68196,89238,89241
25644,33898,33902,37675,41824,49393,86157,91507
14857,25656,25724,44404,50582,51427,92373,94977
27727,29770,37121,37135,44452,74239,74277,75279
27820,29486,30623,38578,68061,68086,68088,69258
10926,27595,27977,31589,59308,71719,72229,98657
1106,13171,28573,35496,60562,67985,96553,96554
18263,28784,36753,46743,46833,54173,82193,86258
1476,29736,30235,30747,61913,67471,83146,95276
23460,24155,29764,43613,67082,67093,67794,77039
2593,17995,29901,30101,76720,80548,80572,81570
19195,30002,31751,32914,54594,55728,86435,89381
1441,18759,30143,33389,74012,74067,75970,92219
7708,30145,34813,41225,71374,71375,71383,71977
8745,14155,30322,41338,47090,86114,86116,86120
1527,7551,10711,30327,67379,87012,97683,97810
10158,20077,30358,42365,42405,84839,84848,84950
12951,22842,30656,44435,56096,69038,71174,92808
19663,22617,30981,40756,43468,58127,92187,92201
14766,31104,41707,47277,47338,47456,71345,99007
5660,16142,31553,39377,48288,86186,86219,86575
7834,32283,48887,50317,56939,59940,71554,72246
32923,34767,42521,46037,50673,54294,54312,84473
7235,33127,35663,41496,55809,61979,73864,90827
30822,33485,37170,51851,51884,51918,52041,90829
7989,20770,33809,34368,43335,73149,90575,96005
5654,30575,34501,34528,34686,68980,95072,96004
24815,35066,38997,59859,59862,59879,59885,61637
1150,5915,35533,35620,49875,88305,88308,95294
3338,19094,37204,48493,61496,71506,78059,80810
9779,37762,39167,39301,58948,60910,77065,77068
29841,31550,31572,37779,63125,63141,64481,78511
7568,10979,20850,38040,48313,91267,91472,91511
18572,29256,38116,38132,47289,76079,76251,76305
5454,20689,37353,38246,70158,75593,75616,76891
5105,27512,30931,38873,44358,84399,84400,84422
3068,9716,25828,39352,57265,70784,96621,97366
14034,21344,39591,39615,70640,70652,70679,73445
12785,18475,28617,39736,60697,60707,87920,91063
14260,24985,25966,40040,56029,60802,85767,92151
24161,28455,40369,51504,53047,65283,68361,68820
13926,24111,41216,43441,45557,77128,77306,77315
6850,22802,41411,54085,57833,62868,66397,87754
14482,25847,27014,41462,41471,71263,84922,93539
35322,37782,39584,42427,45978,55696,68908,74303
11668,12332,40685,40706,42859,83529,83567,84654
25424,30156,40114,43150,59466,64999,66280,70411
14502,14590,40313,43723,51227,60985,84537,90123
28791,41153,41451,43924,49783,50907,61046,82945
1264,7138,24297,44734,46555,88583,93709,93720
9142,38552,40388,45418,46104,49149,81065,90182
7046,21968,44679,46149,68102,68103,68470,75483
9901,34330,36780,46197,50499,62048,70038,90207
15338,31466,38375,47356,48697,61168,72769,84831
3079,33061,35657,40941,47737,73088,83182,83255
11042,27272,37423,47789,47861,72445,72863,83305
11673,40798,41693,47866,50756,53954,63486,89774
9025,14771,47906,47952,69771,69787,69796,70992
10488,27254,43464,49555,57184,58289,58312,95454
34987,35003,37753,43742,49597,49609,64301,85008
5653,34365,38931,39095,49745,60498,76864,94849
85,3994,49972,63664,65844,66671,67403,82367
16448,19728,36066,46848,49986,54587,88166,88171
21159,32177,37487,38441,47158,50123,86714,86741
15413,16056,26153,50583,57356,62120,82089,90230
16988,18861,32950,50809,68651,70331,70334,71076
2472,31723,50073,51452,56735,59229,70159,78157
904,25233,37492,52024,55660,69550,79487,79650
17843,20541,52243,52258,52267,52288,54227,98333
397,27515,28852,52547,57846,58787,86704,87352
14588,14847,24685,54038,71788,71810,73558,74686
3651,9010,30039,43016,54211,66666,96699,96708
14093,30629,39273,39315,41815,54432,84280,96163
14036,29597,54506,54510,54512,61266,61274,70299
4280,14827,54700,54753,59672,70266,70321,71181
11356,15788,50947,54446,55561,57228,57547,97127
6402,16000,38450,43603,55726,75687,82060,82072
1954,19912,31160,36436,55753,69567,89307,95911
7559,10993,36167,55934,55956,58042,79612,95737
39499,39516,42060,49387,56398,56400,58146,58594
22329,23654,31807,50685,58835,60156,69794,82740
11122,13861,33777,43380,58984,64691,81585,92600
22326,44163,46834,49397,59221,59270,59273,59516
13268,34984,38329,40960,59283,70902,70986,71288
9758,16173,24717,59310,63110,75478,75503,75951
10434,37480,55422,59324,59325,59334,59336,59345
10768,27978,32259,47100,59382,70129,70143,82241
5769,7904,45519,60119,60121,67812,72727,80029
18665,26175,26859,46042,60564,64462,67773,89460
14510,27813,50959,60753,60765,60771,60776,63653
30477,30587,33256,60879,60903,61062,61416,61420
14748,18774,47965,51394,61203,62314,62518,81084
16627,17262,23763,38080,61237,75200,80057,87774
24899,29144,40459,57182,61264,61302,61308,64442
15022,15944,24149,53441,61397,76642,76654,76751
6812,11434,28859,44976,58515,61968,93684,93752
10765,22051,22061,29660,63055,84106,84134,84168
19872,22606,40767,63217,63240,63350,63364,63584
4155,15079,39457,39487,63851,78900,78931,80140
7328,14467,15388,63123,63988,78493,78595,78618
11505,18250,46481,64658,64666,64751,64769,64920
6878,29966,53231,56124,59821,63188,65167,65625
7714,9940,22429,49496,65785,77949,78045,88642
2517,3015,38714,63384,65891,65927,67427,93125
2193,10818,55333,66001,66080,66086,66145,67344
12523,18477,44635,48734,66107,66181,70415,72928
7223,25299,38342,43803,66407,70855,72742,75329
4612,20528,40118,43044,57129,66659,78342,89568
7417,23487,28567,47658,67139,69958,77880,77894
15232,36453,45259,45305,63500,63540,63541,67170
10937,26528,36885,39753,51836,67432,79204,87425
18508,40692,42590,42609,52606,67660,67665,67670
6489,18669,31277,41808,53864,68309,89508,90076
10419,27195,41720,54857,59111,68890,68894,68914
21074,41659,44485,44533,44887,64315,69192,69855
3019,17887,48463,51439,69318,69319,69346,71209
10718,15867,27365,45222,66528,69461,82402,82437
5796,10327,19906,50979,69593,69831,78551,95017
9871,20247,30050,32629,48787,70763,93678,93975
8631,21552,40337,46859,70524,70614,70697,70786
5854,25726,30780,44752,65070,70961,71337,85520
16574,18935,21979,52038,56913,71464,76310,85787
28385,34281,36351,41923,49811,61950,71523,75776
29634,37749,40782,40920,43137,64530,71602,71646
4459,25818,27245,42218,67989,71964,77455,82852
324,21513,49917,50217,60464,60982,72100,84483
11850,18832,36369,42464,72589,72630,72631,72635
9725,22723,35049,36666,72773,72802,73786,76476
7256,25903,32563,34156,64193,73109,73143,89677
5518,22464,26121,50187,71499,72137,73144,78930
4780,9091,32782,54779,62816,73354,73365,89033
10812,31026,31602,31757,73413,73420,73444,74526
21630,22297,30484,37172,66743,73848,73856,73970
20720,21516,26111,53173,53966,74599,74700,75215
1061,5245,34397,46511,74611,76480,80846,80849
15961,23194,29629,31375,70332,73935,74951,80623
6635,10100,26540,62736,66102,72447,75552,79888
6848,21996,22153,43762,49162,75889,82090,98100
2854,23186,28817,42580,72955,73949,75903,79756
12677,14245,18004,62097,63396,76333,76351,76897
10381,11446,15153,52342,76940,77900,77913,77925
6515,31393,37267,49924,54465,56962,77489,85985
1483,8912,10067,68220,77799,77802,77847,77870
13491,13801,29080,47245,66168,74902,77051,78262
705,9172,33556,48389,56898,78339,78453,94488
6127,14869,20879,34653,52730,78412,94205,98125
3465,5452,16522,58899,78784,78881,78946,79051
4978,13574,29237,36234,78988,78990,78999,79000
3862,5437,18259,55463,79078,79081,79118,79702
1195,21588,27557,29524,79815,79836,79844,80641
16141,21494,44623,46148,46434,47839,80527,96794
1499,30448,31374,46450,58527,68915,80908,81879
31887,38156,40565,41102,43581,50203,72838,81668
6786,10332,33085,42509,71589,71872,81902,81925
21606,32133,35321,41903,46887,57584,82209,82357
7162,16825,23781,52766,64336,66877,83714,84539
13787,17834,28831,34734,43174,84034,84378,93228
1350,8336,15410,33895,84037,85371,85374,86227
17533,35512,38414,43617,47111,49499,84154,84160
7281,17261,33448,33599,59973,79940,84195,84303
8037,27104,42375,42382,52925,66574,75833,84770
3686,22903,32921,34824,69718,74747,75814,85387
3510,13221,33213,40015,52186,85939,85952,85964
1530,18536,26569,32227,65145,80929,86016,89048
9856,11239,38144,59909,62334,63122,69243,86153
13680,17844,19537,35873,71902,76922,77780,86462
5716,13342,22222,33535,70926,71264,86481,96514
7211,16874,36520,48516,51098,64383,87680,87718
22257,26044,26068,30853,31489,87760,87764,87765
2528,24537,29547,30150,53775,83001,87976,88486
15101,30423,36847,41724,50737,64966,70479,89723
6194,15404,24322,40450,44728,89118,89853,89931
1406,2916,5391,15108,90842,94587,94597,95153
18528,22633,26230,40410,42005,68242,90951,91001
4208,26585,28025,30188,30858,93282,93284,93570
22530,24477,29637,44017,45220,46339,93639,94141
2768,3353,5976,6211,93680,94166,96922,96924
2133,2612,4092,19577,90242,93771,93772,93801
7936,16396,29110,34834,53122,69230,93889,95483
5286,9822,14039,22588,76311,83998,93812,94144
15621,17890,21521,47678,52867,61558,88410,94455
1298,4349,22087,46272,62392,74643,94476,94483
14548,25050,30973,33546,39700,71468,88103,96612
8807,12004,19411,26453,42701,96868,96874,96882
3518,6832,43065,48625,48650,54206,97263,97841
6705,20350,33147,44534,49087,50155,97990,98032
6564,24723,26754,29685,71048,71058,71846,98322
3125,11274,17510,28762,45487,95500,98638,99704
88,16222,16681,44220,51133,51191,73329,73344,73792
56,107,28683,32582,44120,58008,58672,88882,88890
109,12550,25716,37096,41017,45975,62077,79757,95703
152,6129,14281,27920,43127,55358,81998,83709,87326
186,6139,26837,28176,42116,63565,76995,77794,78192
191,5446,17196,19591,20855,76662,79630,80590,99839
197,6731,9362,18304,56702,72737,78578,78581,78808
212,2946,18901,25364,37319,59407,62695,96509,96647
214,16852,32784,32854,34510,43240,76717,81413,81416
366,24884,35760,46666,52208,52311,53863,53880,80062
392,6658,13880,29755,64489,64491,64554,64609,91172
419,10318,21505,34127,34143,51235,66058,83194,99001
421,17309,25673,30444,40849,44738,54377,92457,93732
447,7912,12608,30403,65064,66598,67241,67242,82485
472,14812,15290,21003,24793,57124,79045,93625,93836
490,3888,40700,40741,50054,54262,56826,76510,76529
532,17422,25283,42117,42195,42822,47167,87351,95111
539,5426,16192,44541,50024,62495,63050,75994,81739
622,10146,12521,39993,58050,58058,63723,78232,78655
638,6306,35333,37099,37181,40072,78975,81593,82803
787,11874,31630,40089,40263,60201,71704,71716,71736
802,24863,28160,42231,50938,58885,59224,60546,74351
842,12021,12084,23355,40658,57240,61315,96100,96385
