18920,19479,22821,65208,84648,84814
19320,21567,27029,61628,82984,83362
19490,22868,26794,63123,81732,81883
19593,21095,24520,63132,83665,83885
19664,20875,21360,66912,83421,83658
19764,21949,26998,62179,82350,82650
20081,24353,26579,61617,81573,81687
20424,21505,21737,63961,84067,84196
20587,20981,21975,64581,83736,84030
20941,22052,22342,64980,82723,82852
21154,22154,23766,63985,82209,82622
21483,21713,24786,65902,80937,81069
21665,24495,26507,60560,81112,81551
46931,47010,47040,47061,47380,47570
20811,23162,27034,61017,81757,82109
21918,24203,27918,60373,80650,80828
22750,23252,30466,60727,79067,79628
23323,24747,25746,59625,81106,81343
23863,27284,27941,54986,80842,80974
23868,24683,25775,61164,80012,80388
24179,26222,32623,54097,79153,79616
24991,27268,28937,60209,77164,77321
25180,29470,35116,55061,75435,75628
25331,25938,29120,58844,78163,78494
25391,25819,27483,56465,80251,80481
25992,28165,29699,54540,78517,78977
26534,27916,27997,53383,79970,80090
26570,27121,27842,59140,77393,77824
27134,30641,31406,52637,76813,77259
27144,30948,34032,62009,70755,71002
27224,28649,30482,54738,77371,77426
27434,29383,29748,55967,76628,76730
27496,28632,31793,56980,75353,75636
27766,29291,29573,53547,77630,78083
27967,32245,36291,54692,72253,72442
28083,30588,31267,56238,74504,75210
28380,33797,36945,56441,70002,70325
28389,30295,32908,56737,73340,74221
28964,29899,31467,53245,75675,76640
29533,29958,35038,53702,73640,74019
29671,32752,34906,57446,70431,70684
29752,31771,34138,54398,72693,73138
29885,32595,32941,58103,71074,71292
30206,31722,31927,51640,75177,75218
30283,30540,31718,54748,74188,74413
30542,34418,37008,49414,72070,72438
30683,31458,31596,56197,72735,73221
30776,32290,33197,50468,74497,74662
31124,34912,36360,51091,71090,71313
31153,33896,35362,57257,68637,69585
31219,33971,37440,51458,70736,71066
31636,34614,36204,50219,71456,71761
31734,34595,37278,58753,66420,67110
32366,35157,42838,54190,65635,65704
32411,37219,38378,52033,67767,68082
33239,34370,36676,55018,68124,68463
33424,40668,40921,52361,64131,64385
33463,35092,36664,55158,67439,68074
33646,39870,40696,49244,66066,66368
33801,35077,40594,52950,66487,66981
34114,36154,36738,48134,70200,70550
34123,35683,35973,60039,64880,65192
34860,38737,43402,54427,62155,62309
34873,36010,37267,49467,68571,69702
35278,36952,38579,55957,64542,64582
35610,37814,41395,55974,62497,62600
35833,36674,36856,55552,65325,65650
36068,37231,40638,53170,64165,64618
36179,37145,38334,53445,65258,65529
36831,40000,41187,55822,60989,61061
36967,39811,42878,52388,61739,62107
37649,39065,40673,52071,62514,63918
37657,40257,44198,49620,62015,62143
38436,41699,49409,51559,57217,57570
38603,44206,49099,50303,56803,56876
38640,38936,46911,48586,61310,61507
39093,39483,44708,49133,61727,61746
39320,39406,42286,51910,61411,61557
39391,44425,46649,47345,58800,59280
39892,41216,41495,54280,59402,59605
39944,41159,45369,48904,60187,60327
40058,42840,43904,47836,60559,60693
40072,40317,44306,53578,58350,59267
40504,44932,46869,47528,57376,58681
40585,44405,48183,49552,56243,56922
40862,43126,43483,52739,57769,57911
41057,41541,43260,47954,60943,61135
41102,46894,47162,50832,53302,56598
41196,42075,43449,54223,56871,58076
42391,42953,45676,46200,59241,59429
42766,44220,44556,46936,58314,59098
42987,47886,49218,49463,50118,56218
42992,45841,47143,48466,53633,57815
232,459,785,1896,93424,99470,99624
1085,3081,4106,4405,85860,98642,98711
1347,1507,1786,2793,90152,99004,99301
2185,2623,3212,4600,86332,98409,98529
