202,974,974,974,974
761,834,834,834,835
808,822,822,823,823
799,824,825,825,825
778,830,830,830,830
746,838,838,838,838
718,845,845,845,845
710,847,847,847,847
678,855,855,855,855
678,855,855,855,855
678,855,855,855,855
642,864,864,864,864
622,869,869,869,869
622,869,869,869,869
621,869,869,869,870
614,871,871,871,871
614,871,871,871,871
562,884,884,884,884
534,891,891,891,891
506,898,898,898,898
506,898,898,898,898
498,900,900,900,900
494,901,901,901,901
478,905,905,905,905
462,909,909,909,909
430,917,917,917,917
398,925,925,925,925
390,927,927,927,927
370,932,932,932,932
362,934,934,934,934
353,936,936,936,937
314,946,946,946,946
314,946,946,946,946
314,946,946,946,946
270,957,957,957,957
238,965,965,965,965
202,974,974,974,974
202,974,974,974,974
186,978,978,978,978
118,995,995,995,995
162,350,481,615,830,830,830
357,357,423,423,846,846,846
240,361,482,482,844,844,845
28,225,378,677,930,930,930
146,382,714,714,714,714,714
43,207,388,865,865,865,865
137,396,396,410,919,920,920
442,442,442,693,693,693,693
183,275,437,458,915,915,915
259,481,481,481,626,885,885
187,238,271,507,965,965,965
83,90,459,520,982,982,982
156,353,575,579,579,928,928
552,591,591,591,591,591,591
535,593,594,594,594,594,594
516,597,597,597,597,597,597
25,417,599,624,769,832,832
183,185,615,615,710,895,895
412,614,614,614,614,615,615
396,617,617,617,617,617,617
396,617,617,617,617,617,617
2,305,330,618,947,948,948
1,276,442,637,914,914,914
431,431,431,431,650,862,862
143,659,659,659,659,659,660
20,623,675,695,695,695,695
289,536,537,684,684,684,684
95,128,629,688,852,853,853
324,325,689,690,690,690,690
180,464,690,691,691,691,691
64,564,694,694,694,694,694
149,477,694,694,694,695,695
350,351,594,700,701,701,701
235,473,558,708,708,708,708
269,269,712,712,712,712,712
179,359,712,712,712,712,712
267,268,712,712,713,713,713
251,252,719,719,719,719,719
45,443,722,722,722,722,722
236,237,725,725,725,725,725
275,302,605,729,729,729,729
90,353,731,731,731,731,731
323,409,438,732,732,732,732
209,209,736,736,736,736,736
65,348,737,737,737,737,737
414,486,494,494,736,737,737
35,151,378,744,930,930,930
248,378,496,744,744,744,744
87,286,745,745,745,745,745
153,216,745,746,746,746,746
117,251,746,746,746,746,746
90,268,748,748,748,748,748
361,369,391,553,750,837,837
279,279,279,750,837,837,837
189,322,566,755,755,755,756
156,157,757,757,757,757,757
44,264,758,758,758,758,758
184,219,508,739,760,844,844
87,202,761,762,762,762,762
234,258,534,768,768,768,768
116,117,773,773,773,773,773
92,116,778,778,778,778,778
120,182,664,783,783,783,783
17,167,782,783,783,783,783
54,176,730,784,784,785,785
38,135,785,785,785,785,785
315,315,315,788,788,788,789
57,96,789,789,789,789,789
54,58,797,797,797,797,798
98,400,400,800,800,800,800
131,210,249,806,900,901,901
29,41,805,805,806,806,806
55,404,405,808,808,809,809
21,32,809,809,809,809,809
18,408,408,816,816,816,816
166,328,328,819,819,819,819
244,245,338,788,827,828,828
210,290,329,782,829,829,829
26,387,713,713,713,713,833
18,408,408,762,834,834,834
251,252,252,835,836,836,836
16,56,682,836,836,836,836
237,402,472,472,838,838,839
83,128,519,842,842,842,842
72,190,448,847,847,847,847
187,425,426,507,851,851,851
136,272,274,854,854,854,854
62,483,494,494,855,855,855
145,190,339,856,856,856,856
175,228,455,666,858,858,858
208,430,430,658,688,824,860
132,207,518,655,862,862,862
212,212,212,865,865,866,866
20,43,622,806,869,869,869
205,206,207,870,870,870,870
68,137,409,871,871,871,871
136,136,328,874,874,875,875
125,230,236,876,877,877,877
32,407,439,587,877,878,878
193,196,196,878,878,878,879
222,332,383,509,884,884,884
235,265,472,472,884,885,885
199,274,337,633,885,885,885
169,254,465,549,887,887,887
296,297,297,538,890,890,890
283,348,349,436,894,894,894
128,386,387,494,901,901,901
94,194,195,903,904,904,904
153,375,375,486,903,903,903
3,201,266,907,907,907,907
45,199,221,908,908,908,909
79,81,496,706,912,912,912
219,378,378,378,915,915,915
268,269,271,538,917,917,918
84,84,258,918,918,918,918
47,120,243,922,922,922,922
10,138,246,926,926,926,926
177,217,342,584,926,926,926
74,233,330,680,927,927,927
8,110,273,926,927,927,927
39,56,286,929,929,929,930
92,118,140,937,937,937,937
198,246,370,466,939,939,940
132,338,404,404,940,940,940
165,168,471,471,941,941,941
45,118,165,942,942,943,943
140,235,383,704,843,844,949
122,282,282,565,949,949,949
77,182,238,882,882,882,955
53,308,308,563,955,955,956
78,97,99,956,956,956,956
12,84,182,946,958,958,958
19,83,163,958,958,958,959
64,77,113,961,961,961,961
11,26,217,961,961,961,961
46,89,118,961,961,961,962
69,140,176,827,962,962,962
37,49,561,829,829,829,964
81,159,355,609,964,965,965
59,85,92,965,965,966,966
57,59,113,967,967,967,968
139,233,234,582,970,970,970
43,69,102,971,971,971,971
27,69,114,972,972,972,972
21,28,157,973,973,973,973
6,95,192,880,975,975,975
23,66,179,906,974,975,975
131,274,500,500,739,977,977
35,72,75,979,979,979,979
31,182,382,566,979,979,979
140,175,259,582,980,981,981
14,79,81,981,981,981,981
9,75,85,982,982,982,983
60,98,321,664,985,985,985
93,101,473,473,986,986,986
143,145,398,451,987,987,987
41,42,80,953,994,994,994
115,154,421,421,995,996,996
17,88,499,499,998,998,999
24,29,45,1000,1000,1000,1000
1,52,82,209,763,997,997,997
1,11,27,811,812,812,812,812
2,35,162,341,868,868,868,954
4,7,7,815,815,816,817,817
11,12,679,679,679,679,679,680
14,163,175,293,863,863,863,864
15,40,46,189,952,952,952,952
14,26,29,45,996,996,996,996
19,29,145,665,810,810,810,810
28,31,64,134,960,960,960,961
33,96,182,680,776,777,777,777
7,33,43,803,803,803,803,803
35,37,671,671,671,671,671,671
26,35,65,68,976,976,976,976
36,64,322,403,468,935,935,935
36,60,75,149,918,953,953,954
23,41,672,672,672,672,673,673
19,39,41,61,984,984,985,985
45,52,136,189,919,919,919,919
54,59,83,714,797,797,797,797
26,63,80,93,959,959,959,959
71,168,374,375,432,845,916,917
75,311,394,631,631,631,632,793
85,249,251,339,500,742,966,966
26,85,320,426,810,810,810,811
47,86,128,680,698,698,823,938
89,327,327,328,331,752,962,982
38,106,106,470,726,860,860,932
107,290,290,597,703,703,704,704
88,113,370,453,729,729,729,887
113,115,645,645,645,645,645,645
77,116,150,751,751,751,751,751
122,242,275,277,434,916,916,916
122,358,603,603,603,603,603,603
73,126,260,397,521,907,907,907
128,295,295,296,771,771,771,771
129,567,567,567,567,567,567,567
83,129,217,218,656,931,932,932
4,11,30,133,980,980,980,980
52,143,243,384,819,819,819,819
119,144,383,609,710,711,711,711
156,299,299,300,349,898,898,899
161,161,198,433,433,904,904,904
162,164,164,386,516,902,902,902
60,165,166,206,627,958,958,958
134,181,231,346,560,770,938,938
166,182,349,349,763,763,763,763
41,60,183,371,458,995,995,995
183,240,262,674,684,685,685,685
125,187,188,254,836,836,836,836
33,187,255,509,559,851,852,852
188,189,364,562,563,744,744,744
34,192,192,522,522,780,928,928
192,208,440,526,526,526,840,840
112,147,193,440,590,872,872,872
185,194,194,206,400,973,973,973
196,280,281,281,537,841,841,841
193,194,197,340,403,923,924,924
164,165,201,687,687,687,687,820
53,149,210,594,665,809,809,809
210,348,398,398,398,642,852,852
30,222,296,323,593,858,888,888
30,225,225,226,848,848,848,848
95,136,228,341,367,977,977,977
62,229,285,330,369,941,941,941
219,236,237,378,379,883,883,883
177,255,611,611,611,611,611,611
252,256,373,621,621,621,621,733
158,261,371,371,420,839,839,839
177,263,263,584,702,703,703,703
125,170,263,263,779,779,779,940
4,204,270,273,476,957,957,957
191,192,273,383,764,765,765,765
116,176,191,280,475,949,949,962
208,218,283,285,776,776,776,776
278,286,287,381,574,764,764,764
270,288,366,443,538,731,731,731
105,126,266,290,604,721,993,993
28,114,291,733,733,733,733,733
292,292,294,356,461,801,801,801
105,294,294,597,702,702,702,702
207,209,298,357,466,726,840,995
211,298,299,300,303,893,896,898
304,304,304,305,446,609,913,913
120,315,315,373,374,867,867,867
311,315,316,631,631,631,631,632
79,125,319,385,518,845,913,914
239,259,324,324,690,690,690,882
140,141,340,340,674,821,821,821
43,44,340,340,340,997,997,997
110,230,243,340,504,749,961,961
92,345,346,346,352,872,872,873
130,180,276,354,452,859,911,936
77,195,356,357,572,573,984,984
198,275,275,358,748,748,748,748
104,187,364,364,364,905,905,905
146,159,257,365,366,829,988,988
105,318,367,368,735,735,735,735
44,85,107,370,696,932,932,932
42,199,371,488,549,549,950,950
107,376,376,491,492,752,752,752
7,222,379,380,380,910,910,910
227,301,380,456,456,759,759,760
228,382,382,383,474,742,742,765
30,170,353,374,390,927,927,927
165,251,251,397,618,618,899,899
237,298,399,459,615,696,697,697
20,85,404,687,725,725,726,726
22,363,404,406,437,822,822,822
119,175,181,406,406,937,937,937
408,408,408,408,408,408,816,834
59,324,366,409,735,735,735,735
391,412,412,412,617,618,618,618
147,177,413,530,707,708,708,708
101,178,288,415,463,765,944,944
116,305,428,429,552,671,741,856
147,148,294,439,439,877,877,877
130,193,386,448,575,575,895,896
137,248,456,456,457,781,781,782
126,465,466,466,573,606,698,698
61,70,153,423,472,973,973,973
281,476,476,477,477,477,477,957
108,483,495,602,602,602,603,603
207,209,240,486,726,727,727,776
240,361,362,482,486,722,722,723
509,512,512,512,513,513,513,514
493,515,515,515,515,515,515,515
488,515,515,516,516,516,516,516
246,347,347,348,518,764,764,764
453,520,520,521,521,521,521,521
240,250,275,308,526,833,833,833
69,70,527,528,528,792,792,792
388,530,530,530,530,530,530,530
290,544,544,544,544,544,544,544
283,545,545,545,545,545,545,545
282,545,545,545,545,545,545,546
276,546,546,546,546,546,546,546
269,547,547,547,547,547,547,547
262,548,548,548,548,548,548,548
109,111,565,565,604,714,715,715
104,570,570,570,571,571,571,571
69,140,408,574,574,777,778,778
244,341,363,460,578,704,704,704
238,259,386,440,579,579,772,845
142,257,286,468,581,628,868,868
33,121,440,584,584,584,876,876
281,283,589,589,589,589,589,589
246,299,591,591,591,591,591,598
132,137,592,593,661,661,661,661
159,440,504,599,599,599,599,599
100,494,494,602,602,602,602,602
157,312,604,605,605,605,605,605
111,450,497,608,608,608,608,608
182,408,453,611,611,611,611,611
213,213,612,612,612,612,612,612
157,209,614,614,614,614,614,662
200,201,616,616,616,616,616,617
155,229,619,619,619,619,619,619
60,111,276,308,620,865,902,956
168,176,621,622,622,622,622,645
285,337,341,627,627,627,627,627
172,174,260,261,630,867,867,867
159,159,630,630,630,630,630,630
141,163,632,632,632,632,633,633
194,306,438,632,632,632,632,632
169,288,466,635,635,635,635,635
143,144,635,635,635,635,635,636
15,95,109,636,636,636,985,986
132,132,639,639,639,639,639,639
20,199,646,646,646,647,647,647
79,131,648,648,648,648,648,648
99,114,647,647,647,648,648,648
97,107,649,649,649,649,649,649
100,104,649,649,649,649,649,649
50,142,651,651,651,651,651,651
21,159,653,653,653,653,653,653
44,174,301,342,654,861,861,861
203,204,406,657,657,657,657,657
61,155,596,657,657,657,657,658
36,64,666,666,666,666,667,667
24,92,644,667,667,668,668,668
112,114,180,570,670,806,823,823
34,37,671,671,671,671,671,672
87,205,226,402,677,695,903,903
5,31,677,677,677,677,677,677
9,19,678,678,678,678,679,679
72,282,332,682,682,682,683,683
7,288,395,488,675,687,779,779
34,182,182,280,688,910,911,911
200,201,376,537,696,696,696,696
99,287,415,473,706,706,706,706
185,261,261,563,707,707,707,707
282,296,297,388,389,708,848,890
11,119,556,579,708,708,708,709
49,300,301,548,601,710,710,879
119,229,360,520,717,717,718,718
35,228,229,466,719,719,720,982
118,134,251,719,719,719,719,719
228,384,457,458,470,662,719,720
165,330,480,481,481,720,720,721
183,201,234,592,722,722,722,722
163,214,214,327,734,734,734,978
22,66,418,648,736,736,736,736
50,165,440,491,738,738,738,738
116,185,290,553,738,738,739,739
205,234,235,464,739,739,739,743
167,220,382,382,720,742,742,743
191,247,248,248,724,743,743,954
94,122,157,745,745,745,745,745
64,243,300,495,749,749,749,749
79,120,226,672,750,750,750,751
43,115,185,751,751,751,751,751
169,246,277,396,752,752,753,753
164,164,189,565,754,754,754,754
112,154,161,639,758,758,758,758
58,88,159,758,758,759,759,759
59,75,154,762,762,762,762,762
8,209,274,554,763,763,763,764
137,164,246,489,765,765,766,766
3,59,200,767,767,767,767,768
123,175,281,437,770,770,771,771
2,94,137,773,773,773,773,773
218,331,407,407,407,776,776,776
69,216,350,355,777,777,777,777
1,45,162,778,778,778,778,778
138,149,345,345,780,780,780,781
62,247,328,424,752,752,752,781
141,178,354,375,698,784,784,784
28,33,107,786,786,786,786,786
7,73,83,787,787,787,787,787
68,69,380,413,792,792,792,792
66,67,95,698,793,793,793,793
123,197,224,374,795,795,795,795
51,53,286,488,799,799,799,823
17,33,41,801,801,801,802,802
5,82,241,561,802,802,802,803
29,34,194,613,807,807,807,807
7,23,29,807,808,808,808,808
4,34,406,406,812,812,812,812
1,12,21,812,813,813,813,813
1,13,17,813,813,813,814,814
2,71,248,502,818,819,819,819
58,160,161,439,820,820,820,820
43,56,182,389,806,823,823,976
44,255,306,431,612,802,824,824
184,219,288,370,370,829,859,979
33,125,350,475,517,835,835,928
259,269,271,437,437,753,836,836
66,241,420,420,533,738,840,840
94,330,421,489,551,685,685,843
130,144,449,468,499,718,845,845
33,203,204,407,710,847,847,847
45,96,209,261,849,852,893,893
83,124,226,350,766,849,850,850
37,202,312,313,657,859,859,859
104,152,483,491,492,656,860,860
89,166,362,450,451,860,860,860
149,224,358,358,716,716,716,861
109,188,207,358,650,862,862,862
60,138,332,333,646,863,863,863
74,85,234,467,467,867,952,952
294,295,308,393,393,674,870,871
48,54,151,343,875,875,876,876
43,97,204,242,878,878,878,878
128,220,223,229,655,881,881,881
206,231,231,239,533,886,886,886
28,106,377,377,547,887,888,888
30,134,136,242,889,889,889,889
20,252,252,367,534,891,891,891
30,147,152,201,892,892,892,892
63,100,232,232,692,893,893,993
27,100,145,246,895,895,895,895
74,117,321,385,510,897,897,897
111,126,251,384,527,899,900,900
92,106,227,476,494,901,901,901
189,190,308,352,353,902,902,902
4,4,226,677,677,677,903,930
13,179,229,474,485,906,906,906
42,104,104,208,910,910,910,910
213,223,223,227,572,814,913,913
56,199,286,377,426,918,918,918
2,59,69,267,925,925,925,926
211,211,213,240,445,926,926,926
171,201,230,327,382,929,929,929
8,87,362,393,446,934,934,934
26,94,119,119,935,935,935,935
2,107,317,357,509,935,935,936
153,217,326,326,326,874,938,938
49,58,104,107,945,945,945,945
22,76,91,128,945,945,945,946
17,65,127,371,677,947,947,947
2,39,265,316,632,948,948,948
117,165,239,357,358,954,954,954
63,84,85,182,795,963,963,963
206,270,376,376,376,556,969,969
172,325,326,327,496,496,978,978
20,47,51,99,932,983,983,983
82,131,143,437,663,664,989,989
21,24,38,55,990,990,990,990
21,24,38,50,991,991,991,992
32,37,180,409,618,837,992,993
5,51,57,339,658,996,996,996
102,118,216,332,333,999,999,999
2,4,6,7,815,815,815,817,817
2,13,26,183,184,922,922,923,923
1,4,4,4,817,817,817,817,817
1,5,5,22,813,813,813,813,813
4,7,72,336,336,680,680,991,992
8,168,169,171,395,550,682,975,980
11,66,75,95,454,820,820,845,912
12,37,47,98,488,488,976,976,976
12,12,164,513,611,674,697,698,717
13,59,134,196,674,707,757,779,779
21,61,62,375,651,651,651,686,940
24,178,556,556,556,556,556,556,560
25,251,385,410,410,410,644,718,845
27,161,221,222,507,545,647,882,886
11,18,27,37,801,801,801,801,801
10,12,25,31,513,514,997,998,998
30,36,336,336,672,672,672,672,672
3,4,37,42,49,990,991,991,991
37,96,107,131,227,875,875,875,875
39,110,181,188,189,565,942,942,942
4,41,48,55,84,966,966,967,967
41,255,255,256,658,658,658,658,659
40,41,78,262,302,654,907,907,907
42,54,225,397,676,676,676,676,676
44,241,445,445,446,446,454,685,892
46,125,207,496,497,526,733,734,734
20,47,72,122,382,473,994,994,994
51,100,263,263,264,789,789,789,790
55,143,200,290,291,767,767,767,818
56,88,89,169,524,554,697,957,964
56,359,391,392,392,392,392,731,993
50,57,129,279,408,577,866,866,866
58,92,96,239,426,565,716,952,954
59,165,363,364,440,440,704,718,845
15,64,417,417,417,633,711,712,712
64,135,325,332,487,488,670,798,799
67,68,440,440,440,660,661,661,661
69,161,193,193,655,655,655,655,862
71,217,249,447,448,531,575,665,895
73,378,465,465,465,465,465,465,857
3,73,320,325,419,419,633,953,953
78,269,272,272,384,576,605,821,821
43,78,121,393,625,625,625,625,963
78,84,442,474,604,604,604,604,604
80,115,143,382,498,720,720,720,720
84,112,369,372,387,419,574,818,963
84,154,180,242,316,676,676,867,903
67,79,86,156,348,710,793,880,979
86,285,532,532,532,532,533,533,533
68,88,338,339,373,723,723,723,723
13,94,210,331,437,542,823,824,824
89,94,129,400,600,600,602,784,800
61,95,217,239,335,335,938,939,939
83,99,143,572,572,572,572,572,913
61,101,101,252,367,559,856,899,902
101,106,323,323,644,650,650,650,651
101,103,255,305,415,457,520,971,971
102,165,167,189,499,500,500,978,998
47,81,104,157,438,559,850,931,931
104,133,221,230,322,772,772,772,772
68,99,105,319,334,411,901,922,939
108,222,471,471,471,471,471,471,942
99,108,214,386,388,641,660,678,924
110,258,258,342,367,626,626,626,885
118,143,181,220,359,494,861,861,861
108,119,179,266,320,712,798,798,798
119,189,193,312,469,473,781,781,781
55,121,210,477,647,647,647,647,647
103,121,232,543,592,592,593,661,661
69,123,290,358,516,593,716,716,717
20,123,232,348,627,627,628,746,747
125,246,328,394,601,601,601,601,601
125,126,150,350,376,376,752,903,940
128,131,223,277,350,517,752,860,860
56,129,217,435,652,652,652,652,653
73,109,114,130,425,425,894,964,964
67,117,131,324,605,605,714,714,821
7,131,173,174,184,623,826,990,990
131,258,259,265,586,586,586,586,841
131,204,216,352,613,613,613,613,743
23,114,132,227,497,608,772,772,953
96,121,133,354,642,643,703,703,703
36,135,146,150,439,484,864,864,980
136,193,242,269,272,539,797,825,825
138,175,331,340,424,424,424,921,921
99,113,138,229,458,459,840,846,916
103,140,339,340,340,481,537,821,997
141,174,275,280,299,552,591,893,893
25,136,142,143,198,846,846,846,916
142,238,351,447,566,588,588,589,589
23,57,143,143,578,579,669,953,953
136,144,175,175,437,437,777,874,943
41,140,145,166,229,497,960,960,960
30,36,80,147,761,761,761,761,761
129,149,152,226,650,676,677,716,723
83,153,248,382,496,507,743,743,743
153,154,195,266,274,316,846,927,967
74,155,216,217,368,398,859,859,952
38,48,135,155,406,415,967,967,967
61,100,154,155,170,242,242,414,843
157,208,315,315,368,420,633,841,841
157,358,493,515,515,515,515,515,515
159,253,343,437,522,596,596,596,596
162,164,326,408,462,495,687,697,697
49,112,166,348,369,613,783,829,829
89,168,183,372,406,709,709,709,753
96,96,170,367,372,544,747,794,912
110,171,241,255,312,583,626,887,913
114,172,173,173,183,575,859,859,990
23,136,149,171,174,762,894,894,895
134,174,312,312,447,584,585,624,926
90,175,350,368,445,621,646,701,702
101,175,191,338,406,517,750,752,868
86,177,178,198,385,645,703,771,955
86,141,178,527,527,528,528,791,792
179,207,213,249,441,474,475,867,993
161,168,181,441,609,609,609,609,711
42,169,183,324,676,676,676,676,676
120,184,185,217,370,448,858,858,858
184,185,185,277,367,582,595,844,879
80,185,186,196,309,583,853,853,853
47,106,185,187,369,539,879,879,907
188,258,334,335,379,474,474,662,994
70,94,189,189,403,625,832,832,864
79,194,233,233,468,582,600,739,970
14,66,174,196,433,803,804,804,804
81,90,201,204,401,636,696,860,929
202,203,258,317,318,318,607,937,938
152,203,241,263,264,573,779,790,833
63,127,167,205,466,639,699,793,939
154,204,206,309,317,727,727,727,727
131,206,214,292,490,575,634,778,778
90,148,190,208,475,476,726,835,950
49,149,208,441,441,592,668,775,775
65,122,211,212,426,662,703,848,849
212,213,222,241,642,642,642,642,642
215,266,266,362,373,374,747,747,748
55,216,362,577,577,577,578,578,578
175,216,217,243,649,649,649,650,650
33,173,217,308,335,680,680,680,992
59,140,218,316,319,569,692,892,893
72,161,219,224,437,596,641,874,874
139,220,406,406,463,522,543,587,812
15,72,220,450,643,644,644,644,766
68,223,317,373,441,458,668,775,775
83,91,224,229,255,278,979,979,980
224,224,224,571,571,571,571,571,571
22,166,209,211,230,748,837,837,838
129,223,230,232,287,749,749,749,750
105,172,173,232,288,526,832,832,938
73,236,236,403,404,467,472,867,940
101,236,303,303,325,390,651,803,986
3,95,97,238,239,570,952,952,952
238,238,239,239,334,690,690,715,715
78,93,226,239,570,670,670,670,882
90,149,242,286,318,381,837,879,916
41,246,333,579,579,580,580,580,580
188,189,248,346,625,625,625,626,626
179,182,251,253,452,452,607,786,936
60,145,147,252,285,503,902,902,902
142,253,280,354,424,424,740,740,741
71,133,255,266,306,473,692,938,964
255,256,256,257,257,620,621,733,843
5,257,258,259,321,581,733,733,951
217,260,408,435,436,522,568,602,650
44,155,261,292,331,522,831,831,831
57,209,211,211,264,418,838,893,997
81,217,265,298,435,488,514,888,912
59,60,265,265,266,795,796,796,796
81,267,267,277,364,364,628,905,945
267,267,358,446,446,446,446,530,892
197,270,271,560,560,560,560,560,560
274,377,377,500,514,514,514,514,514
71,72,100,279,560,662,748,749,857
202,278,279,556,556,556,557,557,557
87,169,201,281,381,435,636,931,977
76,282,506,539,539,539,539,539,539
107,137,283,341,342,584,626,754,924
41,104,285,569,569,569,569,569,823
96,96,285,286,667,667,667,667,667
190,285,286,286,373,380,667,764,867
26,83,107,288,376,649,706,912,951
105,106,288,288,333,335,687,975,981
34,35,65,99,289,651,975,975,975
39,75,194,290,571,590,686,824,829
119,136,220,289,290,494,850,850,850
212,290,388,388,389,389,488,707,847
144,291,359,458,509,520,520,520,777
19,291,292,292,292,334,831,873,874
77,177,292,292,406,584,588,801,881
233,299,299,350,350,467,700,700,700
191,300,300,301,301,600,601,710,794
61,74,261,302,376,536,829,829,830
89,304,305,350,610,610,610,610,610
145,271,284,305,383,576,631,631,872
306,307,307,307,307,307,416,920,921
110,306,307,307,307,307,613,920,921
100,201,307,352,445,487,487,859,860
29,182,310,310,366,432,752,846,871
312,312,312,313,392,467,584,625,781
311,314,314,314,314,314,315,944,958
71,107,144,314,315,315,944,944,944
137,281,318,323,511,597,598,598,735
79,164,319,319,328,717,717,717,738
139,253,320,320,502,641,641,641,641
43,94,320,321,664,664,664,664,664
116,230,300,321,322,425,633,798,953
282,321,321,321,322,322,633,773,803
6,77,160,321,322,803,803,803,803
94,323,324,324,498,597,598,651,689
128,169,324,325,420,509,676,724,823
97,104,139,198,328,634,866,866,866
45,62,330,331,331,331,721,948,999
118,154,215,330,365,459,714,846,897
329,329,329,329,330,330,330,804,988
10,146,156,328,330,330,822,988,988
84,131,331,332,644,644,644,644,644
244,334,341,418,419,443,443,728,728
89,335,524,524,525,525,525,525,526
219,269,302,303,335,530,713,713,714
206,308,336,541,541,541,541,542,542
336,336,336,336,337,337,337,751,992
107,256,296,297,338,701,701,701,701
20,119,342,344,344,344,811,861,913
224,345,345,345,346,346,346,872,929
278,346,346,347,347,347,568,755,764
104,126,227,347,348,683,754,754,755
308,352,352,352,353,443,575,659,704
39,227,354,397,416,585,624,624,832
83,327,327,328,356,357,357,981,982
111,356,357,398,399,400,432,798,847
88,176,356,357,357,398,400,982,984
47,359,359,359,360,444,538,719,913
24,302,360,568,568,569,569,569,569
320,360,360,360,539,539,540,540,540
241,241,360,482,482,482,482,484,844
119,361,362,362,362,362,563,723,884
13,350,363,363,364,364,586,845,850
370,371,371,371,371,371,372,554,947
372,372,372,372,372,372,378,744,744
6,372,372,372,372,372,744,744,744
157,353,373,374,374,375,501,674,917
100,122,313,373,520,613,685,686,686
157,374,378,531,531,531,532,532,532
60,155,375,558,589,590,590,590,591
103,262,376,479,479,480,480,480,959
8,200,337,338,338,376,584,951,966
94,316,377,378,378,379,379,882,915
