3,28,45,49,84,104,144,144,173,177,212,225,259,261,269,286,324,341,368,371,394,413,416,496,510,514,547,557,563,567,636,649,667,673,712,712,727,737,762,762,771,896,905,906,909,909,911,919,926,940,941
3,39,53,104,116,117,129,139,155,172,193,213,238,252,265,269,279,310,318,321,330,360,366,446,450,451,517,552,562,572,603,621,635,645,674,680,758,801,828,830,843,879,920,935,971,973,975,975,986,992,999
3,45,62,71,130,135,156,164,191,206,219,230,240,248,269,316,325,347,365,403,408,414,477,481,504,508,522,535,547,576,640,657,682,687,706,721,727,728,731,739,740,744,829,837,901,903,915,934,937,974,985
3,52,96,136,165,175,181,184,188,252,258,296,298,305,308,337,347,365,386,411,424,432,436,455,462,463,465,467,468,481,522,547,591,602,604,647,709,719,731,754,755,778,865,932,951,964,965,966,966,968,982
4,7,49,94,107,116,153,208,208,238,246,246,281,290,292,312,340,347,376,377,414,420,425,488,494,514,536,539,569,603,608,627,657,677,678,680,694,719,735,743,778,796,809,857,877,892,898,902,921,978,995
4,9,39,70,77,107,119,196,202,217,221,269,290,295,302,308,315,324,371,435,490,505,515,530,531,563,563,592,613,615,621,626,642,646,649,650,724,725,736,769,782,789,798,810,816,823,860,868,911,923,959
4,9,61,113,149,153,183,203,216,224,231,235,236,236,261,299,305,314,328,365,376,382,385,390,406,428,442,469,569,600,607,621,624,736,741,752,762,809,815,816,827,829,836,856,877,922,927,941,957,988,999
4,10,14,81,88,114,130,139,154,170,181,186,202,212,214,252,273,364,378,378,384,400,462,467,467,473,547,557,566,584,615,659,662,670,676,712,741,801,811,816,851,871,902,918,935,942,942,943,958,960,978
4,21,39,69,70,81,101,132,147,204,262,276,285,286,318,344,357,368,377,381,382,393,491,524,536,568,582,592,595,597,601,603,609,614,620,637,670,677,709,733,749,789,874,878,885,901,962,965,977,985,994
4,22,51,54,66,80,109,125,140,164,200,204,209,226,243,254,317,329,338,394,407,431,450,456,541,559,601,611,613,632,635,659,665,680,689,727,734,738,785,808,815,826,838,864,885,894,924,940,952,953,973
4,22,51,58,64,67,109,140,169,189,210,217,268,284,307,350,365,368,380,383,393,395,424,432,435,461,474,511,537,551,583,625,648,671,740,798,802,812,817,834,842,843,844,871,892,893,901,910,921,972,977
4,23,24,69,125,125,132,175,182,186,192,258,290,301,314,382,391,391,397,432,446,453,467,468,501,510,521,565,576,582,601,605,605,617,621,627,658,705,706,779,785,813,819,840,903,909,930,937,938,954,980
4,25,90,107,128,164,168,180,196,196,206,213,226,260,263,272,274,336,361,363,384,444,488,496,528,586,590,591,593,614,617,634,645,651,682,693,699,713,731,742,768,773,777,825,863,879,940,948,958,958,972
4,30,37,104,105,110,130,154,222,225,246,307,312,317,344,352,359,363,374,390,394,396,400,421,421,477,481,532,553,567,596,635,654,676,686,740,758,772,775,776,781,806,811,825,837,847,854,934,940,991,993
4,43,54,78,100,116,182,192,199,206,230,245,273,283,360,370,381,383,396,402,412,453,495,512,533,543,549,578,579,601,605,638,639,648,649,671,685,694,716,734,751,757,787,806,823,831,834,869,939,992,994
4,44,50,84,95,104,128,157,169,174,200,222,234,255,272,308,362,381,413,415,446,456,476,496,497,545,545,556,562,578,602,609,654,657,677,729,735,742,765,769,776,809,812,817,852,884,900,901,946,965,985
4,45,72,75,83,96,105,131,172,179,180,202,204,239,263,291,296,303,326,418,419,419,435,437,443,460,503,525,618,619,629,655,657,660,671,735,750,776,809,825,839,860,860,866,917,932,941,947,969,973,981
4,47,81,90,121,175,178,183,202,217,261,264,271,279,315,331,334,358,367,385,411,496,504,514,521,552,580,587,588,593,611,614,617,657,658,673,688,715,726,752,785,800,803,804,811,865,868,872,886,895,905
4,59,96,115,127,141,145,153,166,170,227,251,269,280,306,326,363,407,429,435,443,475,497,504,512,513,515,542,545,551,569,591,598,614,696,722,732,740,751,753,757,770,772,803,810,901,914,935,938,938,944
5,9,19,35,36,45,58,127,134,159,240,319,378,396,398,404,407,408,423,446,453,468,477,491,519,560,564,589,592,593,607,613,632,639,647,649,659,681,725,736,736,744,783,811,825,866,869,901,961,985,993
5,9,65,92,141,160,175,228,234,239,244,252,261,267,270,271,316,320,333,348,380,386,437,497,515,531,551,558,565,595,632,643,651,668,680,680,714,741,770,779,803,806,808,808,845,867,890,892,952,952,988
5,13,20,22,42,61,96,108,120,120,147,165,172,220,225,282,282,285,332,332,340,345,360,362,412,441,539,540,555,556,629,690,758,762,801,851,852,855,886,887,890,905,908,934,936,953,953,953,954,963,995
5,16,20,69,89,145,146,153,159,192,208,212,217,239,275,279,299,305,378,403,408,408,446,465,532,533,539,579,612,614,621,629,639,649,666,739,756,758,781,801,847,848,856,866,869,878,900,907,938,956,965
5,23,41,42,90,102,128,131,183,226,297,301,341,344,426,427,428,437,451,452,457,485,501,528,535,558,559,570,571,578,582,588,599,605,607,617,635,642,644,693,710,711,754,771,852,855,919,930,946,963,974
5,23,131,144,153,156,183,203,244,255,255,272,278,282,327,341,344,349,373,408,462,484,491,504,504,536,537,544,558,559,591,608,614,615,632,667,682,686,695,714,728,748,799,806,819,846,889,913,941,947,969
5,41,47,56,66,79,105,216,220,230,235,253,288,299,318,329,330,331,343,357,410,419,428,439,443,477,513,556,565,585,614,621,638,640,641,685,700,727,745,824,850,864,865,866,868,897,935,958,958,963,972
6,10,20,30,32,75,79,88,91,94,124,132,208,232,243,250,275,290,346,374,401,475,491,528,557,575,592,602,669,697,718,719,723,723,728,729,743,764,772,773,784,797,828,865,870,907,910,943,944,988,1000
6,13,41,94,95,165,165,167,171,208,226,233,251,266,280,280,306,317,332,352,361,385,391,477,515,520,533,574,575,589,591,624,632,698,729,738,753,754,758,780,819,834,840,850,865,927,935,938,941,959,961
6,13,44,52,93,99,104,149,185,209,242,269,270,275,326,350,351,393,403,415,432,449,455,472,490,506,567,594,597,599,626,635,641,664,665,672,696,702,746,756,769,797,797,820,821,829,880,948,959,989,993
6,17,19,33,43,84,96,117,125,188,233,234,268,300,314,328,334,335,397,411,420,468,470,486,492,501,547,553,557,578,582,585,628,638,688,724,740,753,797,803,828,834,836,845,870,898,936,943,945,993,994
6,28,39,43,55,69,76,95,106,109,115,123,175,211,253,339,354,356,390,406,408,417,421,468,526,528,542,571,577,587,591,597,667,670,675,711,766,800,806,823,857,898,918,920,923,945,951,966,972,979,986
6,37,38,43,59,67,69,72,74,197,210,221,224,259,263,293,372,385,456,478,491,492,509,518,529,529,548,577,632,643,652,665,674,690,694,710,729,739,744,761,768,772,812,821,824,838,868,891,894,977,1000
6,64,79,87,88,108,133,134,214,219,223,226,239,241,250,282,324,353,357,362,375,378,385,402,422,422,460,472,514,524,561,645,778,779,779,782,785,790,794,808,820,837,869,880,898,926,928,931,932,954,995
7,11,58,91,105,117,152,174,206,207,263,281,291,299,315,320,348,375,414,417,423,463,465,471,495,539,545,584,589,607,617,618,628,637,659,664,679,680,684,707,709,723,748,865,881,884,922,946,947,988,996
7,16,57,149,200,212,227,285,290,292,304,326,349,368,372,375,421,431,437,445,457,461,465,469,478,481,484,497,510,528,540,559,561,567,623,652,661,695,701,712,734,748,772,799,821,823,862,862,880,912,937
7,31,90,118,126,138,160,167,182,255,266,268,270,274,308,312,312,378,380,384,414,441,442,486,501,552,556,574,593,599,618,633,639,643,660,667,690,692,707,708,727,806,834,858,871,889,893,910,915,920,950
7,33,52,110,128,136,137,154,185,217,251,274,295,295,296,296,331,346,349,357,419,421,431,434,452,468,491,502,547,567,577,633,653,654,701,711,733,751,752,783,802,808,822,841,850,884,957,967,978,979,997
7,44,76,96,120,137,183,194,215,232,233,299,304,333,342,353,365,377,382,387,405,433,434,443,454,489,494,501,523,536,541,567,568,575,616,635,739,767,793,815,820,834,882,883,884,884,903,903,918,923,973
7,66,72,77,107,113,123,130,145,165,201,239,241,242,300,342,346,405,435,447,450,455,472,481,489,507,511,527,530,557,564,642,652,676,677,688,728,763,780,823,825,836,843,847,849,856,864,900,929,933,957
8,8,39,43,81,121,143,147,166,197,207,214,222,240,245,260,274,398,412,418,421,455,484,488,506,526,538,553,569,574,604,653,664,668,701,758,778,778,780,788,796,801,819,861,866,882,882,900,915,980,983
8,10,18,75,91,108,108,108,126,152,166,240,243,260,268,295,303,321,323,324,346,426,472,515,519,524,532,548,567,582,611,624,638,655,677,702,743,810,816,824,859,869,886,886,909,923,936,939,952,988,989
8,38,49,71,83,110,117,147,198,199,202,239,261,269,270,349,371,376,406,427,431,446,449,461,496,496,533,541,567,569,571,592,638,654,678,681,726,771,772,777,779,803,853,855,862,890,915,918,937,966,997
8,42,50,53,94,107,148,178,184,186,209,258,274,275,291,300,303,314,334,365,373,393,408,423,423,440,485,513,520,625,670,673,710,716,736,737,757,777,801,803,804,806,823,857,858,860,936,956,970,990,998
9,14,108,124,130,131,165,180,187,189,192,222,237,275,281,283,292,332,375,376,407,416,439,457,471,482,510,517,518,566,579,586,605,623,638,744,747,751,779,787,821,831,888,899,901,923,937,955,968,972,995
9,25,34,39,47,48,73,85,136,140,161,215,279,302,315,333,348,352,386,398,421,447,495,507,529,533,550,556,568,610,626,651,679,704,714,715,721,740,767,777,798,846,848,864,864,874,898,903,934,954,996
9,37,75,83,84,171,180,192,232,238,239,282,307,318,322,324,358,360,396,406,409,418,447,448,469,491,500,512,516,532,550,597,651,653,680,694,694,705,722,735,803,816,836,866,872,883,883,907,956,977,979
9,96,104,110,151,155,164,167,177,187,208,238,267,282,291,314,338,388,400,421,421,435,439,456,459,473,504,523,524,549,568,570,589,684,701,713,715,728,732,796,811,817,831,840,864,886,912,913,949,971,974
10,24,30,54,59,73,75,81,111,147,199,266,282,293,316,327,340,361,378,392,396,413,420,431,444,484,488,502,554,584,639,645,672,701,722,741,742,783,785,788,803,817,854,855,922,927,974,975,976,978,981
10,25,85,88,101,147,164,194,223,233,255,265,281,289,292,309,329,347,350,358,362,392,396,450,464,521,538,560,561,563,571,584,589,594,611,674,693,780,782,796,810,830,892,903,905,905,917,928,947,955,996
11,14,64,161,183,189,206,209,230,241,265,278,287,289,318,341,366,382,384,398,439,439,480,481,488,540,551,554,567,571,583,632,637,670,672,679,680,682,705,712,719,730,752,826,831,835,836,836,918,976,977
11,18,34,40,41,114,129,132,147,167,205,289,325,340,358,402,402,410,425,429,438,456,468,477,489,498,538,548,607,612,613,626,642,659,695,700,709,726,743,745,748,755,771,813,818,851,870,895,943,969,974
11,21,130,131,131,133,143,182,184,184,191,195,206,229,276,299,300,307,324,326,383,394,408,446,488,548,553,563,568,605,611,647,656,684,703,731,752,792,796,809,816,829,844,858,861,868,888,894,950,967,999
11,27,38,46,98,107,108,137,140,177,255,303,327,340,371,374,379,396,430,440,462,471,473,491,495,510,520,544,575,587,588,611,621,649,664,695,702,703,719,750,750,764,810,816,855,856,881,896,899,959,994
11,35,58,92,95,125,126,132,143,150,171,174,185,212,228,241,267,325,367,395,425,451,459,467,473,479,501,520,523,676,698,717,739,741,745,763,784,788,790,797,830,836,843,846,856,895,901,902,907,948,982
11,95,111,119,138,150,155,189,224,228,231,243,267,271,292,357,359,386,388,408,431,445,447,468,486,493,524,528,542,550,560,600,602,631,679,694,728,734,744,756,777,781,813,827,842,845,866,895,913,995,996
12,13,19,59,91,102,126,142,151,170,194,215,228,294,302,330,331,339,371,398,454,493,494,495,514,533,535,585,627,643,650,661,663,671,711,716,739,744,752,766,804,808,821,838,854,860,865,878,898,899,956
12,18,30,53,64,86,203,209,215,223,227,235,238,320,323,347,356,356,362,366,372,388,401,438,490,495,530,555,568,577,577,582,607,628,647,706,727,729,745,805,807,850,874,883,885,891,911,960,966,985,992
12,22,27,38,56,56,71,119,190,211,226,229,230,250,261,264,276,282,297,358,383,410,426,492,496,546,565,572,579,591,635,663,675,684,723,754,783,806,813,839,847,850,855,860,887,899,913,940,944,945,964
12,22,28,112,182,194,198,218,231,240,252,278,279,336,340,342,364,366,368,369,394,424,432,499,502,511,513,564,603,606,609,651,653,662,665,691,700,712,719,720,725,752,785,789,800,818,851,911,919,937,966
12,24,146,154,171,195,198,205,213,246,248,251,255,261,279,286,299,300,320,338,366,398,411,453,498,502,511,519,521,555,594,617,619,678,680,683,688,712,738,772,801,819,832,841,860,878,926,969,979,996,997
12,26,30,43,67,121,126,144,153,169,181,193,197,216,277,277,281,354,355,398,418,420,421,445,511,512,544,578,609,620,621,630,663,666,678,692,705,720,790,795,798,856,901,906,907,932,949,959,963,989,996
12,33,55,55,61,94,101,110,112,120,138,167,210,227,266,267,271,287,359,383,433,480,501,519,522,545,571,584,622,676,678,707,711,715,737,746,749,759,764,765,799,818,819,850,884,895,902,914,915,936,970
12,36,47,57,96,99,133,153,177,181,182,187,203,267,290,296,304,319,337,345,356,398,417,482,495,499,509,516,548,571,588,662,676,679,680,695,742,788,808,823,837,866,867,894,926,934,938,945,965,992,997
12,36,58,70,78,79,87,88,90,110,138,162,167,174,178,183,200,246,371,383,387,390,397,417,440,456,513,605,605,617,672,685,727,741,755,762,776,793,795,833,858,931,946,949,963,977,977,980,982,982,993
12,37,49,91,104,166,180,191,212,226,226,252,300,300,301,317,328,331,334,352,357,374,376,435,442,450,494,497,545,551,555,629,629,635,651,672,679,710,805,814,832,873,876,884,908,945,958,970,971,993,995
12,65,66,78,99,136,175,175,189,263,267,282,327,334,359,378,384,397,397,402,406,406,415,419,420,440,446,447,465,469,509,586,627,658,672,708,721,757,764,764,796,814,857,881,889,922,928,930,957,969,987
13,16,32,35,113,169,171,187,202,205,221,225,227,233,259,303,321,337,364,379,413,429,431,441,458,478,480,485,512,560,611,622,644,677,719,729,750,784,800,814,837,839,847,856,864,894,938,951,961,984,994
13,30,49,58,95,122,130,149,150,161,216,246,274,281,292,293,294,329,334,360,369,376,413,431,435,465,479,530,604,610,616,665,682,703,728,747,748,768,778,804,810,843,867,893,893,925,928,942,945,965,976
13,37,69,71,72,96,116,129,135,162,219,223,249,285,289,328,345,350,364,382,403,453,463,492,502,507,514,537,559,600,615,633,676,688,695,711,717,718,718,718,764,842,843,868,871,918,946,970,971,975,993
13,37,94,102,128,168,198,202,209,212,259,264,276,277,292,300,308,317,407,417,425,438,450,487,497,503,504,520,573,603,622,634,649,679,686,693,706,742,754,761,775,813,821,829,837,863,863,864,873,911,959
13,41,98,121,121,138,224,255,256,272,291,306,306,322,331,359,385,409,427,429,439,447,454,460,515,517,543,546,549,554,566,596,607,615,651,694,698,705,769,769,770,771,771,771,775,784,815,830,878,893,958
14,20,51,84,85,86,87,103,116,124,156,157,183,200,225,246,291,324,348,398,404,404,410,441,457,464,547,568,585,636,637,638,647,662,719,762,800,830,832,840,865,875,894,929,931,946,947,954,956,957,979
14,26,61,92,141,182,199,231,232,236,246,275,275,310,315,323,331,347,358,362,373,391,391,392,417,437,459,466,492,507,529,531,543,594,617,732,753,781,802,819,848,854,869,927,941,942,948,948,961,995,999
14,34,34,68,99,100,128,156,211,244,248,308,316,324,331,345,353,358,370,376,384,397,417,447,462,463,471,481,482,485,546,561,601,618,631,653,677,717,732,796,829,847,911,911,958,965,984,989,990,992,1000
15,20,23,24,41,113,118,134,171,177,182,212,213,261,267,316,317,372,373,406,453,456,458,472,496,529,549,566,571,574,615,625,630,632,664,723,749,775,816,844,845,856,875,882,884,895,908,923,927,931,936
15,26,41,69,80,132,155,165,185,195,202,213,216,219,223,243,255,335,338,350,375,377,423,442,442,481,507,515,573,593,613,648,668,672,700,707,729,767,779,842,871,876,879,886,901,948,981,981,991,994,996
15,49,58,75,112,132,143,163,204,207,216,224,235,250,251,253,267,274,344,354,357,368,385,391,415,419,440,511,541,584,604,648,660,685,703,762,765,838,842,855,862,896,898,904,911,938,939,951,965,967,984
15,50,56,92,96,122,133,143,146,158,165,182,224,259,279,289,304,304,336,371,393,404,413,437,462,468,473,494,507,569,594,597,685,704,708,709,724,751,851,859,873,875,882,919,924,939,947,954,983,992,1000
16,17,54,60,65,120,129,167,210,220,232,248,248,275,316,336,380,414,442,443,456,470,515,543,548,552,565,572,589,591,618,622,626,630,631,646,699,715,720,724,730,741,796,813,828,866,868,881,921,951,995
16,37,58,100,136,151,178,178,182,185,222,224,227,283,301,318,370,376,380,423,441,496,511,545,547,556,562,573,576,603,614,626,633,635,643,647,649,650,659,712,722,732,733,778,894,912,938,957,966,972,987
17,23,24,41,41,75,92,107,120,155,169,194,216,220,266,315,320,334,346,366,377,377,388,407,434,541,554,555,643,689,690,704,720,745,762,769,789,793,796,800,806,819,822,845,877,890,909,910,978,990,994
17,26,70,94,103,104,104,106,107,169,179,207,221,297,309,335,345,377,409,420,437,454,462,491,495,508,545,546,547,602,602,602,621,639,664,693,704,736,745,775,787,879,879,879,893,913,929,934,946,951,957
17,29,53,60,99,117,120,123,140,161,190,201,214,221,251,274,367,370,406,428,449,450,461,465,477,485,488,532,554,566,589,594,596,755,765,778,783,792,818,819,821,822,832,837,881,898,917,917,929,931,972
17,30,60,82,97,99,104,123,129,155,198,224,227,237,259,322,337,352,414,426,458,464,513,516,565,570,575,584,591,608,610,614,644,647,657,664,710,710,740,741,751,785,801,851,853,915,918,928,974,982,983
17,32,36,56,67,68,95,120,159,199,252,267,285,307,315,319,319,320,328,349,383,398,444,463,482,489,549,572,587,610,611,611,613,663,667,686,698,721,744,755,773,787,869,890,917,942,993,996,997,997,997
17,37,43,45,59,72,78,94,121,131,134,158,160,168,226,229,329,374,381,383,403,407,417,432,482,490,523,586,593,654,665,694,720,740,756,761,788,813,816,817,869,870,881,887,888,913,923,925,944,952,966
18,21,36,39,43,79,92,127,131,139,149,200,227,258,263,278,311,353,410,466,466,470,537,539,575,644,648,649,663,667,671,673,674,687,691,694,704,705,706,729,733,746,777,789,846,861,872,907,911,950,990
18,24,67,85,89,132,133,153,154,157,170,189,194,211,212,236,268,298,316,321,390,414,414,440,467,495,507,511,536,544,624,632,642,644,741,753,758,776,827,840,853,907,920,946,953,955,959,975,977,991,996
18,38,50,62,97,104,110,119,125,128,144,177,190,216,218,236,340,341,348,351,353,400,434,464,487,502,507,520,532,566,576,583,636,668,744,790,809,809,809,859,873,918,922,925,925,925,939,960,982,990,995
19,22,56,77,79,122,126,157,190,203,207,214,222,249,272,350,357,374,376,440,448,483,495,505,526,550,555,578,600,611,628,632,640,653,677,681,687,712,747,784,785,808,820,822,831,842,860,870,888,984,1000
19,33,43,80,111,166,175,177,194,218,235,253,369,370,377,413,424,426,428,440,446,447,462,468,498,508,528,548,566,566,573,575,580,582,589,627,643,651,703,706,749,766,832,836,860,880,904,920,937,942,971
19,45,47,64,71,83,116,126,191,222,227,249,346,350,365,378,403,406,446,449,461,475,493,500,504,511,548,592,616,616,618,619,622,647,652,660,689,703,713,717,723,728,729,795,800,840,846,923,932,964,975
20,40,42,59,64,65,95,131,157,288,292,319,356,363,366,392,396,412,412,418,431,432,452,456,459,468,488,521,528,572,583,603,616,666,708,712,717,730,778,784,785,786,791,794,798,809,840,861,959,1000,1000
20,42,42,45,53,60,62,89,156,170,207,209,210,213,248,250,301,313,321,349,365,370,407,420,507,558,571,592,619,621,645,646,657,704,708,722,740,747,827,835,856,861,891,895,928,936,949,954,972,973,978
20,46,59,63,83,93,166,216,229,260,266,271,276,285,290,304,330,336,386,393,407,408,479,486,506,548,564,575,599,600,601,613,645,695,706,714,727,735,738,739,746,761,783,795,799,811,895,923,934,944,966
20,61,84,132,141,143,155,170,182,185,189,241,248,266,281,288,352,367,378,385,397,409,412,414,448,480,514,537,561,569,572,592,604,700,701,744,785,786,788,799,820,854,855,857,867,867,877,900,914,940,983
21,23,25,68,72,85,114,120,159,175,189,215,241,279,302,317,319,328,332,377,394,403,416,418,419,474,507,561,581,598,612,614,638,641,650,733,782,801,812,812,833,879,893,909,927,951,954,955,957,963,966
21,37,43,89,94,98,145,176,178,202,203,257,284,287,326,364,379,381,400,403,404,406,406,432,433,441,494,574,612,612,616,621,628,648,661,696,717,734,749,757,763,816,853,858,880,917,930,934,937,950,968
21,39,44,48,67,78,78,92,94,118,188,204,224,224,276,283,297,328,359,367,371,396,410,427,494,526,577,579,583,603,618,622,637,643,740,750,763,803,839,854,891,892,900,901,904,915,927,930,935,960,995
21,43,46,48,49,57,59,61,71,93,98,106,118,136,152,164,186,213,263,316,326,332,390,612,633,633,643,661,670,688,694,737,750,776,803,804,805,807,845,845,854,859,886,897,901,913,918,944,947,955,986
21,63,65,93,107,107,113,124,144,163,172,193,224,225,247,258,295,302,321,361,386,439,453,458,490,537,546,561,642,672,674,679,706,734,739,740,748,766,787,789,789,813,845,845,875,877,897,903,915,951,960
22,28,33,58,61,62,78,88,112,116,134,136,155,217,267,285,338,339,356,364,416,438,480,494,497,504,560,581,604,623,625,639,659,696,705,714,734,765,778,875,879,881,900,900,902,912,919,960,970,974,981
22,28,66,68,118,142,148,154,206,211,218,220,222,229,236,250,277,341,454,474,484,487,499,502,537,576,581,593,594,603,623,635,641,654,661,674,676,695,714,744,744,774,779,807,823,899,918,924,955,959,975
22,36,39,63,122,150,152,194,217,234,246,249,278,291,315,345,357,367,372,378,398,404,411,439,453,455,562,564,569,649,650,674,674,695,700,702,720,731,743,744,761,767,773,816,839,867,874,877,945,946,985
