822,996,996,996
822,996,996,996
828,994,994,994
888,974,974,974
888,974,974,974
913,965,966,966
945,955,955,955
945,955,955,955
945,955,955,955
936,958,958,958
936,958,958,958
933,959,959,959
933,959,959,959
933,959,959,959
927,961,961,961
921,963,963,963
921,963,963,963
915,965,965,965
912,966,966,966
912,966,966,966
909,967,967,967
900,970,970,970
900,970,970,970
891,973,973,973
888,974,974,974
885,975,975,975
876,978,978,978
878,977,977,978
876,978,978,978
873,979,979,979
873,979,979,979
858,984,984,984
852,986,986,986
852,986,986,986
840,990,990,990
834,992,992,992
834,992,992,992
828,994,994,994
825,995,995,995
825,995,995,995
825,995,995,995
825,995,995,995
822,996,996,996
822,996,996,996
810,1000,1000,1000
810,1000,1000,1000
75,894,897,972,972
114,717,993,993,993
171,639,1000,1000,1000
187,702,973,974,974
265,590,985,985,985
453,454,967,968,968
506,687,687,965,965
260,596,984,985,985
322,658,870,980,980
327,673,812,999,999
435,697,698,990,990
750,765,765,765,765
706,776,776,776,776
130,823,951,953,953
497,497,828,994,994
494,829,829,829,829
331,662,831,993,993
454,839,839,839,839
447,840,841,841,841
430,845,845,845,845
430,845,845,845,845
326,871,871,871,871
326,871,871,871,871
61,900,927,961,961
54,909,921,963,963
50,913,921,963,963
130,831,927,961,961
102,927,927,927,927
102,927,927,927,927
29,945,945,945,946
376,579,947,954,954
377,565,956,956,956
546,564,806,936,958
462,462,962,962,962
619,620,691,915,965
61,851,966,966,966
73,818,973,973,973
441,441,976,976,976
492,492,858,984,984
285,700,855,985,985
613,613,613,985,986
429,556,855,985,985
282,712,828,994,994
37,889,889,997,998
408,408,998,998,998
88,190,574,591,591,592,592,592
63,64,192,301,737,737,737,979
193,357,357,358,369,682,714,780
99,193,238,469,507,673,754,877
126,132,194,277,614,625,858,984
197,219,221,468,475,605,743,882
197,223,243,446,446,669,793,793
198,199,284,568,569,569,569,854
131,148,200,234,532,786,787,992
32,200,300,498,499,630,760,891
204,291,431,431,432,432,684,905
42,205,232,348,349,823,824,987
185,205,273,410,410,552,874,901
23,205,298,298,413,826,869,878
19,35,207,434,493,758,869,995
41,138,207,281,563,720,884,976
149,209,339,409,426,454,847,977
186,201,213,391,555,572,846,846
165,214,252,451,507,729,729,763
60,214,323,328,372,625,939,949
33,215,216,442,605,637,820,842
6,110,217,421,421,842,844,949
183,216,217,296,549,549,900,900
99,217,234,256,420,651,966,967
218,281,282,433,518,562,563,953
219,220,292,440,440,440,879,880
49,58,219,428,428,807,904,917
220,373,374,417,439,447,560,980
27,27,163,223,611,853,934,972
79,223,367,465,669,669,669,669
38,224,318,495,525,610,800,800
67,224,225,253,733,769,769,770
35,70,154,225,741,741,922,922
226,362,438,445,455,456,673,755
227,313,313,314,397,451,855,940
207,228,390,429,629,636,637,654
136,191,229,238,603,603,810,1000
132,229,325,325,325,652,828,994
103,104,231,350,451,857,857,857
93,124,232,242,710,803,803,803
159,185,186,233,431,872,872,872
164,235,460,512,513,513,565,848
158,193,234,235,251,913,913,913
134,189,236,269,625,727,727,903
165,237,239,301,682,682,716,788
238,477,477,477,477,477,477,710
6,25,125,239,469,982,982,982
42,239,424,521,521,521,689,853
226,240,240,373,503,556,756,916
85,97,241,463,500,577,918,929
83,99,241,241,479,756,955,956
105,110,241,241,719,719,719,956
141,244,269,302,395,735,796,928
22,186,244,308,632,799,809,810
63,215,245,579,579,579,728,822
72,247,265,378,618,638,638,954
6,41,247,324,737,737,859,859
33,100,118,248,803,836,836,836
133,244,249,464,680,680,680,680
147,149,251,251,753,753,753,753
18,59,253,346,780,780,780,794
253,253,253,278,292,506,987,988
242,255,472,472,592,592,592,593
136,201,255,542,557,602,700,817
194,234,258,517,572,597,644,794
123,208,259,344,345,805,863,863
128,216,259,419,559,560,821,848
156,261,429,522,522,522,522,876
115,203,261,263,442,842,842,842
118,122,263,346,415,638,910,998
189,225,239,264,344,775,858,916
37,107,266,275,781,781,781,782
3,5,267,267,421,949,949,949
75,268,334,359,393,700,701,980
41,54,269,474,743,743,743,743
269,289,305,441,499,572,675,760
259,269,401,402,478,600,664,737
258,269,270,300,354,599,808,952
73,108,270,310,687,731,798,833
43,119,201,271,416,920,920,920
110,271,272,292,338,813,813,901
137,186,272,459,460,486,891,919
111,137,143,273,435,903,904,904
7,276,277,278,352,754,894,972
220,279,279,279,279,818,819,837
194,280,365,460,485,500,590,936
12,280,375,382,455,768,769,769
37,186,187,281,383,912,912,912
51,240,283,283,513,681,830,929
141,206,283,352,484,484,892,968
61,287,287,501,584,584,598,908
172,206,276,288,379,759,759,971
55,225,288,292,584,596,773,997
218,270,290,326,396,614,825,871
121,290,290,291,291,727,864,936
33,207,295,382,468,553,936,936
20,264,296,386,443,689,856,856
83,194,300,460,515,607,791,860
279,300,301,301,341,497,865,926
270,300,300,300,406,599,701,934
302,408,408,408,530,530,612,612
11,75,75,303,571,889,889,997
92,241,303,456,456,555,809,898
156,305,305,305,608,609,631,891
1,2,305,558,608,761,762,813
123,126,305,305,712,712,712,815
37,84,305,306,721,722,722,913
37,247,306,306,530,630,877,877
115,184,308,308,495,552,924,924
184,185,308,552,552,553,553,923
117,308,308,615,615,615,616,616
2,4,201,308,673,874,874,874
96,177,201,309,679,782,783,783
113,309,315,326,631,631,632,853
127,209,241,310,700,700,725,798
97,183,311,547,547,548,650,927
128,168,312,312,312,624,977,977
71,107,132,313,645,832,855,855
87,227,235,314,540,704,733,970
62,129,286,314,456,727,918,918
48,90,127,315,580,883,883,884
15,315,345,375,690,690,690,690
140,144,288,317,405,612,952,952
119,154,317,317,318,635,951,999
92,185,318,319,437,710,792,957
167,225,318,410,424,741,747,778
35,211,264,321,371,797,890,921
131,146,322,538,668,668,668,669
324,324,324,324,324,324,894,972
161,324,324,487,570,648,648,648
325,325,327,354,355,708,708,708
17,145,326,383,384,733,840,982
36,187,329,360,443,703,863,889
42,284,328,329,370,812,812,833
35,112,234,283,329,909,941,967
83,330,330,330,330,661,866,880
206,222,331,331,436,662,735,887
135,154,330,331,440,660,880,880
78,92,332,610,613,627,627,831
210,228,229,332,332,613,894,972
157,307,307,332,557,614,642,894
169,282,333,445,462,468,782,869
33,92,131,334,340,960,960,960
99,108,333,334,334,701,902,999
196,197,286,335,488,488,843,977
38,183,248,335,367,767,936,936
335,385,386,386,386,386,773,773
35,234,336,561,596,596,596,856
116,338,339,425,561,677,677,677
96,161,162,340,498,820,820,913
221,245,319,340,373,713,713,886
64,169,212,341,570,704,875,875
89,152,303,342,391,799,867,867
117,284,342,382,545,600,685,855
49,342,394,394,433,622,788,788
119,243,344,345,689,690,690,690
345,385,385,385,577,577,578,578
48,286,346,347,350,767,833,833
213,213,214,346,517,635,818,854
33,172,259,347,661,693,693,952
295,346,346,347,545,545,693,693
241,336,348,577,577,577,577,577
4,261,348,348,514,778,778,779
116,292,340,349,350,698,796,869
85,338,349,434,435,651,651,867
68,349,349,350,557,651,699,787
128,216,350,378,432,658,788,860
200,204,351,352,505,706,706,786
170,193,226,356,489,792,792,792
41,357,357,357,357,713,713,915
230,358,358,358,358,459,716,973
115,118,358,358,715,715,715,716
359,359,359,359,359,413,801,801
360,360,360,360,360,502,633,875
81,120,314,360,568,703,832,832
28,229,283,361,422,736,847,904
157,157,276,362,482,598,874,904
90,316,362,422,471,592,723,834
241,241,362,363,482,531,723,867
207,362,467,554,555,555,555,555
71,182,362,457,457,726,771,784
362,363,363,363,363,529,545,922
170,182,182,364,728,728,728,728
158,162,364,365,466,516,883,896
149,183,366,366,458,458,915,915
267,366,367,367,411,677,677,678
94,183,367,544,548,628,723,723
104,367,368,506,524,535,600,806
16,144,213,367,421,843,859,947
78,368,368,369,518,601,673,835
16,369,369,421,421,738,738,738
112,370,370,370,370,370,902,946
98,143,371,371,461,720,823,823
7,143,224,271,372,881,956,956
114,134,257,302,372,829,898,904
223,223,264,372,373,785,785,785
76,101,213,240,375,918,923,964
1,120,375,376,711,726,750,751
377,490,490,490,490,491,491,491
144,269,325,327,378,789,789,789
202,378,379,379,567,567,567,771
131,167,361,380,380,723,834,834
381,381,381,382,382,382,757,764
17,143,211,381,599,756,767,936
193,244,323,324,382,704,705,935
382,382,383,383,383,383,757,757
384,384,384,384,384,384,525,981
97,208,384,416,416,716,750,823
223,386,386,387,387,550,719,772
40,227,388,410,436,521,893,895
271,315,388,388,389,389,803,867
184,318,389,390,390,680,680,779
163,165,215,390,390,829,829,829
173,288,390,427,428,582,649,873
182,324,358,393,403,716,717,717
188,262,352,395,477,640,672,824
396,396,396,396,396,456,463,911
207,299,311,396,569,569,569,890
2,182,396,406,430,704,845,845
136,397,398,398,398,643,644,796
20,397,397,397,397,397,887,918
398,398,398,398,398,398,626,796
153,341,375,398,433,562,774,774
305,341,342,398,530,530,682,682
360,398,399,399,400,460,594,800
61,165,235,370,399,860,860,860
10,89,383,400,400,769,867,892
58,400,403,437,437,623,626,826
91,151,202,401,688,689,707,881
192,302,402,402,402,603,603,904
29,30,403,404,404,711,884,945
40,192,202,376,404,750,923,923
100,235,236,405,605,711,715,803
38,405,549,549,549,550,550,620
114,166,334,406,406,562,911,911
353,406,406,406,406,406,582,845
126,128,229,406,409,704,884,924
26,293,406,406,406,525,778,970
95,354,356,356,407,661,709,872
110,190,407,498,586,586,589,844
66,288,408,408,514,586,770,770
39,113,195,350,408,815,918,972
4,412,412,412,412,412,873,873
150,229,232,412,644,644,644,855
113,181,363,412,412,549,873,907
38,155,308,413,414,827,827,828
116,175,212,380,413,838,838,838
136,260,293,414,415,594,829,869
120,408,408,416,612,612,612,622
189,195,417,417,648,648,648,648
32,88,196,417,547,662,909,959
295,417,417,467,467,548,551,648
418,424,424,424,424,471,483,742
52,129,417,418,418,703,733,940
314,418,418,418,419,431,586,806
111,419,420,420,420,420,654,946
420,420,421,421,421,421,523,763
72,257,390,410,423,680,680,898
3,423,423,423,423,427,842,846
47,133,262,424,424,746,866,908
71,80,287,378,424,756,907,907
22,369,425,425,425,426,850,868
87,210,427,465,515,515,746,845
131,292,412,412,413,427,826,897
240,336,337,371,410,427,808,881
14,60,427,443,491,507,934,934
137,137,428,428,429,583,811,857
80,85,407,408,429,601,900,900
180,431,431,431,431,431,613,862
34,408,415,415,431,574,702,831
167,189,354,432,432,508,864,864
308,329,396,432,432,637,638,638
217,217,433,435,436,602,651,819
47,287,434,443,635,635,635,694
37,327,399,437,652,652,653,653
140,438,438,439,439,439,559,918
242,438,438,456,559,559,559,559
98,298,378,439,439,439,768,951
290,440,440,440,440,440,440,880
156,182,443,444,548,548,731,758
74,312,426,445,445,445,706,957
78,167,446,446,586,586,610,891
37,336,411,447,447,638,671,823
447,447,447,447,447,448,457,670
138,252,350,435,448,556,775,856
218,449,449,449,449,449,449,898
109,151,210,294,450,857,857,882
8,196,237,452,452,729,744,992
6,178,453,453,454,679,680,907
35,281,335,454,671,671,671,692
454,454,454,454,454,454,454,632
256,272,336,337,407,455,873,874
77,184,288,456,457,731,808,809
154,261,458,480,522,522,706,707
146,458,458,458,458,458,458,916
25,232,316,371,461,626,889,890
59,81,461,461,462,462,831,993
110,154,203,462,568,771,771,771
231,233,462,463,463,463,571,924
94,165,403,465,512,640,644,887
164,317,468,511,511,511,511,817
11,105,469,645,645,645,645,645
327,328,328,328,471,655,655,718
13,180,364,423,472,544,907,907
34,314,315,315,472,472,944,944
15,19,56,472,472,888,944,944
152,165,473,512,604,630,637,637
10,320,320,426,473,640,640,981
38,46,49,474,621,621,980,981
94,198,254,404,475,478,929,978
232,244,475,476,477,477,502,927
175,303,462,477,478,479,479,957
41,376,444,481,481,481,544,962
136,137,207,274,481,813,814,948
175,261,482,482,482,482,482,964
23,170,198,318,483,684,967,967
118,208,247,408,484,612,764,969
221,236,258,328,486,513,855,913
409,485,486,486,486,486,486,486
233,309,487,488,488,488,488,829
110,227,461,489,490,565,667,801
246,246,368,491,491,492,492,984
365,492,492,492,492,492,492,493
123,224,493,493,493,494,494,996
348,494,494,494,495,495,495,495
352,494,494,494,494,494,494,494
345,495,495,495,495,495,495,495
338,496,496,496,496,496,496,496
105,206,207,496,501,531,844,920
165,165,497,497,497,497,498,994
70,142,203,499,642,751,751,752
126,188,502,502,502,504,526,960
153,191,432,504,505,625,700,700
104,239,251,504,504,537,755,916
282,504,504,504,504,504,504,504
98,120,469,500,504,587,717,815
156,274,281,351,505,661,661,921
134,253,364,506,506,530,530,987
44,507,507,507,507,507,507,724
250,493,508,509,509,509,509,523
36,132,452,452,453,509,870,906
133,213,423,423,423,510,842,843
179,179,357,510,510,619,728,728
263,274,321,323,511,511,643,964
23,468,468,468,468,511,602,802
42,256,319,417,512,750,750,764
7,209,372,373,512,596,785,956
196,209,403,515,515,580,586,806
64,239,324,516,516,688,721,742
183,184,194,365,372,518,997,997
85,93,291,518,561,659,723,880
69,87,368,519,519,519,742,987
101,237,285,519,667,667,667,667
187,211,520,520,520,520,521,811
143,394,519,520,520,520,520,674
144,236,321,446,524,534,642,963
9,123,362,421,525,642,837,891
345,385,385,385,385,526,578,821
95,526,526,527,527,527,527,555
114,528,528,528,528,528,528,528
55,171,528,547,547,547,547,868
29,528,528,529,529,529,567,571
177,225,405,530,530,530,630,783
58,251,278,306,402,532,991,992
86,184,266,532,532,706,706,798
108,143,320,320,533,641,806,939
96,127,204,392,534,819,819,819
59,535,536,536,536,536,536,536
34,407,536,537,537,537,575,647
132,450,538,538,538,538,538,538
52,384,491,491,517,518,539,818
37,539,539,539,539,539,539,539
31,539,539,540,540,540,540,541
1,383,541,541,541,541,541,721
7,219,376,430,541,653,713,871
28,532,541,541,542,542,542,542
68,142,180,186,543,867,890,934
70,205,374,374,543,748,748,748
2,180,225,544,544,544,863,908
286,336,468,540,545,545,545,545
123,197,219,546,631,698,698,698
133,228,230,546,547,547,618,961
121,155,427,548,548,548,731,732
78,183,299,306,548,731,808,857
82,107,275,444,468,550,908,976
252,252,551,551,551,551,551,551
252,386,417,551,551,551,551,551
18,64,181,448,556,775,849,919
158,190,286,555,556,556,556,953
60,66,70,556,719,779,780,780
117,363,545,557,557,557,557,557
60,163,211,439,487,559,918,973
128,129,450,560,560,560,560,863
258,258,260,306,560,630,693,845
44,419,451,560,560,560,560,656
99,176,188,561,564,648,787,787
186,187,315,561,561,561,690,749
217,336,406,412,491,562,563,823
204,204,235,563,563,680,680,681
164,282,282,563,563,595,680,681
25,26,443,564,564,564,745,879
53,159,417,421,512,564,695,989
128,292,565,565,565,565,565,565
99,153,315,566,567,567,567,976
330,330,377,377,510,566,660,660
377,377,377,415,566,566,566,566
9,30,129,518,568,760,818,978
189,238,238,425,568,650,650,852
37,154,185,244,569,857,882,882
41,226,421,480,571,572,679,820
38,354,354,461,571,571,571,890
286,286,375,572,572,573,573,573
109,249,411,411,411,573,823,823
148,194,216,442,574,634,694,908
50,206,288,290,574,616,864,922
99,262,574,575,575,575,575,575
186,188,561,575,575,575,575,575
101,283,355,576,576,576,576,767
101,154,204,437,576,587,790,961
