39,639,9551,9772,9999
42,1991,8868,9438,9661
44,2117,8626,9552,9661
45,1858,8874,9553,9670
45,1994,8743,9553,9665
145,532,9551,9773,9999
149,759,9322,9777,9993
270,1989,8991,9315,9435
272,642,9317,9774,9995
391,3903,8098,8741,8867
397,1853,8992,9320,9438
535,1370,8992,9438,9665
537,1719,9098,9206,9440
537,4873,7996,8226,8368
752,857,8619,9772,10000
857,3433,7627,8992,9091
977,3798,8101,8499,8625
1108,1494,8873,9205,9320
1229,2367,8106,9093,9205
1599,3907,7628,8367,8499
1601,2845,7252,9096,9206
1713,3556,7245,8619,8867
1850,6410,6989,7246,7505
2246,4748,7256,7754,7996
3084,6030,6780,6989,7117
3086,6141,6655,6997,7121
3693,3800,6887,7750,7870
4132,5439,6655,6783,6991
4267,5196,6537,6882,7118
4367,4464,5913,7506,7750
4472,5670,6414,6658,6786
4874,5097,6142,6888,6999
36,1629,1900,7157,9579,9699
37,1017,1277,7900,9803,9966
38,143,2112,8497,9550,9660
38,180,313,9700,9804,9965
43,146,2730,7868,9552,9661
45,1860,2969,7755,8626,8745
45,1993,2616,7507,8743,9096
46,400,2250,8994,9102,9208
46,1374,2850,8110,8746,8874
47,540,652,8994,9781,9986
48,540,652,8995,9781,9984
50,653,2138,7394,9782,9983
51,1245,2381,8008,9104,9211
52,290,1384,8508,9783,9983
52,2630,4038,6665,8238,8377
53,295,1001,8884,9786,9981
53,550,878,8751,9787,9981
56,657,769,8751,9787,9980
57,299,2145,8244,9566,9689
57,409,879,8886,9789,9980
57,657,1006,8514,9789,9977
57,657,1387,9111,9336,9452
58,659,1387,8128,9792,9976
59,883,2865,7402,9338,9453
63,173,883,9114,9792,9975
64,306,3339,8383,8897,9011
64,1891,3935,6560,8654,8896
65,887,1013,8768,9573,9694
67,1138,3117,7895,8768,9015
67,1399,1520,8769,9015,9230
69,888,1520,8252,9574,9697
70,1016,1898,8658,9124,9234
71,1749,3594,6912,8773,8901
72,892,1017,8253,9800,9966
73,674,1901,8537,9352,9463
75,566,1406,8905,9463,9585
76,567,2164,7424,9804,9965
77,2031,2652,5470,9805,9965
78,188,1529,8912,9591,9702
78,682,1282,8667,9590,9701
79,433,1282,8912,9592,9702
80,189,2888,7547,9593,9703
81,687,1532,8400,9595,9705
81,687,2890,7044,9594,9704
83,317,1285,8553,9812,9950
83,901,1158,8556,9596,9706
85,439,575,9141,9814,9946
86,321,689,9141,9817,9946
88,322,578,9248,9818,9946
89,1029,1417,8153,9600,9712
90,322,1030,8792,9820,9946
91,322,1030,8792,9820,9945
91,582,2666,7805,9370,9486
91,1163,1419,8931,9144,9252
92,208,1657,8279,9822,9942
92,325,1771,8048,9822,9942
92,906,4077,5598,9606,9721
93,1425,2673,6480,9607,9722
94,701,1307,8567,9607,9724
96,328,1308,8936,9608,9724
98,214,2911,7444,9608,9725
99,1038,1427,8568,9378,9490
100,590,705,9267,9612,9726
100,1317,1427,7817,9613,9726
100,2429,2565,6596,9044,9266
101,472,592,9493,9615,9727
101,1430,1664,7932,9381,9492
101,2567,3864,6085,8573,8810
102,1177,1784,8059,9384,9494
102,1940,2685,6839,9161,9273
103,343,4324,6348,9385,9497
104,346,4680,5986,9386,9498
107,228,2573,7339,9837,9916
108,229,3514,7710,9163,9276
108,479,2074,7585,9838,9916
109,230,1326,8584,9840,9911
109,716,2691,7589,9390,9505
111,349,2077,7712,9840,9911
111,486,1063,8588,9842,9910
111,935,2202,8308,9164,9280
112,232,1329,8960,9627,9740
113,724,821,8590,9844,9908
115,821,1561,8590,9402,9511
116,239,488,9403,9847,9907
116,357,488,9285,9847,9907
117,606,1448,8076,9847,9906
117,728,947,8450,9853,9905
117,728,947,8450,9853,9905
119,361,1816,8323,9636,9745
120,729,1197,8192,9858,9904
121,362,729,9406,9636,9746
124,832,1199,8081,9861,9903
124,950,1344,8196,9637,9749
125,833,1077,8197,9865,9903
127,734,2462,7734,9415,9528
127,734,4109,5637,9640,9753
129,1693,4244,5892,8971,9071
131,1210,2346,7362,9419,9532
131,3418,3887,5760,8336,8468
132,256,2596,7613,9644,9759
132,257,1579,9078,9420,9534
133,258,2100,7740,9871,9898
134,511,1975,7973,9646,9761
135,380,1216,8856,9649,9764
135,380,2104,7617,9873,9891
135,512,2716,6872,9872,9893
135,1836,2231,7741,8978,9079
136,383,633,9083,9875,9890
136,521,2107,8737,9194,9305
139,264,1483,8347,9878,9889
139,265,969,8859,9879,9889
139,385,969,8739,9879,9889
141,524,3081,7746,9198,9310
142,267,387,9434,9882,9888
143,267,2111,8496,9434,9549
143,1227,1369,8741,9204,9316
143,1367,2112,7864,9201,9313
146,3305,4872,6784,7386,7507
147,1717,3437,8107,8225,8367
149,1233,2618,8501,8626,8873
150,1495,1721,7872,9322,9440
152,760,1112,8747,9554,9675
155,279,2377,8879,9102,9208
156,869,995,8748,9557,9675
158,403,995,9210,9558,9676
160,282,996,9326,9558,9678
162,996,4275,5796,9326,9445
163,2006,2382,7132,9105,9212
163,2007,2262,6795,9327,9446
164,550,1508,9000,9329,9449
164,656,2520,7883,9329,9448
164,2741,3212,7267,8239,8377
166,657,2014,8380,9334,9449
167,296,2638,7646,9565,9688
168,298,881,8886,9790,9977
169,554,1129,8381,9791,9976
171,773,4493,6800,8759,9004
171,2270,4165,7020,8129,8245
173,2271,2992,6906,8762,8896
174,559,885,9117,9571,9694
174,662,780,9118,9572,9694
174,1272,5117,6804,8249,8384
176,782,887,8386,9798,9971
176,889,1275,8388,9574,9698
178,311,2161,8536,9352,9462
179,791,4295,6811,8904,9020
182,429,2543,8029,9353,9464
186,430,3230,7781,9132,9241
186,3351,3473,6814,8030,8146
189,1411,4637,5953,8784,9026
190,1025,1283,8672,9360,9470
193,437,689,8920,9812,9949
193,1157,1413,8401,9362,9474
193,2411,2660,6919,8789,9028
196,1159,1532,8272,9363,9478
198,439,1649,8409,9597,9708
199,797,1650,8043,9599,9712
200,322,1916,7798,9818,9946
201,442,1767,8276,9600,9714
203,579,4655,5711,9368,9484
205,904,1769,7802,9602,9718
205,1030,1165,8277,9603,9720
206,905,4077,5488,9604,9720
211,698,2308,7922,9374,9487
212,906,1307,7810,9824,9941
212,1539,2905,6480,9376,9488
213,1038,1661,7323,9826,9939
214,590,705,9155,9610,9726
214,916,1662,7445,9828,9935
215,810,1047,8169,9833,9926
215,918,1776,7328,9831,9932
218,469,706,9267,9614,9726
219,591,2066,8697,9159,9268
220,813,3967,6348,9269,9383
224,2314,2439,5267,9835,9921
224,3150,3265,5500,8812,9049
225,813,1177,8437,9620,9728
226,924,1437,8063,9620,9730
228,2321,2573,5988,9389,9501
229,347,3155,7827,9163,9279
231,935,2579,7350,9396,9509
231,1802,2447,6618,9394,9508
231,2694,2926,6618,8707,8824
237,1447,2203,6746,9627,9740
238,488,1332,8187,9847,9908
239,604,824,8962,9630,9741
240,728,2453,7207,9631,9741
241,2935,3166,5631,8962,9065
243,2211,2334,6751,9173,9288
244,729,1073,8192,9858,9904
245,614,2944,7730,9177,9290
245,831,4702,5409,9289,9524
245,1454,1818,8452,8964,9067
246,1076,1688,7603,9638,9749
254,733,1347,8726,9414,9526
255,507,620,8850,9869,9899
255,1079,2343,7847,9180,9296
255,1202,1347,8726,9178,9292
255,1348,2093,7360,9416,9528
255,2223,2711,5415,9640,9756
258,376,625,8976,9871,9894
258,1216,2350,6768,9647,9761
259,515,1837,7979,9647,9763
259,629,740,8608,9872,9892
261,1218,2960,8213,8612,8736
261,1479,3672,6525,8982,9081
263,1096,1481,7742,9653,9765
266,747,1706,7859,9653,9769
267,1985,4359,5313,8987,9089
269,638,1103,8219,9885,9886
271,531,2113,7989,9436,9660
274,1107,4025,7869,8225,8500
275,398,3087,8502,8745,8993
275,864,1109,8992,9320,9440
276,399,3087,8371,8874,8993
276,866,1862,8002,9440,9554
279,538,3805,7876,8627,8875
281,403,3696,8112,8629,8879
282,2379,3808,6791,8234,8506
287,548,2005,7394,9783,9983
293,549,1384,8009,9784,9981
295,1731,2011,7642,9106,9215
296,550,2384,7518,9564,9688
296,1258,4881,6045,8635,8885
299,2268,2746,7521,8516,8650
302,1010,1512,8381,9339,9456
306,660,1012,9225,9341,9456
306,1397,2533,7528,9011,9225
307,1742,3340,5808,9344,9459
308,887,1014,8023,9797,9971
308,2159,3341,7410,8250,8532
309,783,2996,7773,9016,9123
309,2027,2538,6317,9348,9461
311,674,2539,7665,9349,9462
312,2278,4392,5581,8662,8775
314,2279,2652,5469,9585,9701
315,791,1408,8665,9356,9465
315,792,1282,8784,9358,9469
315,792,2166,7906,9356,9465
315,897,2284,7676,9359,9469
316,435,571,8914,9811,9953
316,436,571,8915,9811,9951
316,898,2169,7788,9359,9470
317,1532,1762,7550,9362,9477
318,795,1027,8557,9596,9707
322,694,1654,7564,9821,9945
324,446,905,8562,9821,9942
327,455,1773,9039,9146,9260
327,1167,1306,8796,9146,9258
327,3023,4410,5255,8422,8563
328,458,1169,8281,9825,9939
331,704,1931,8167,9378,9489
335,2060,3028,6596,8938,9043
336,916,1172,7814,9830,9932
338,1173,2431,7186,9381,9491
339,919,1174,8696,9381,9491
339,2312,2567,8058,8291,8433
340,920,1050,7934,9833,9923
341,473,1547,8294,9618,9727
341,1051,1782,7069,9834,9923
341,1548,3624,6488,8950,9049
346,712,1552,8953,9163,9274
346,1056,1179,8066,9621,9732
347,480,715,8705,9839,9914
348,719,4427,6493,8958,9055
350,603,722,8959,9627,9739
350,1182,4832,5620,8959,9057
351,486,821,8589,9844,9909
353,937,2082,7718,9400,9510
354,724,2699,6854,9629,9740
357,826,3985,6374,9170,9288
357,1448,2806,7594,8833,8962
360,491,1451,8321,9635,9742
360,609,1337,8319,9633,9742
362,612,1686,7958,9636,9746
364,832,1198,7842,9860,9904
365,1464,4848,5756,8726,8841
366,616,2218,8331,9178,9291
367,1078,1692,7095,9868,9900
367,2218,4445,5529,8598,8843
368,1468,2468,7221,9179,9296
369,735,1349,8600,9418,9529
371,508,620,8732,9870,9899
371,508,620,8732,9871,9898
371,1351,2825,6971,9184,9298
372,739,2716,6767,9645,9761
376,961,1091,8608,9429,9535
377,1092,1352,8211,9430,9538
384,635,1358,7856,9878,9889
385,746,1592,7857,9653,9767
385,851,2233,7111,9653,9767
387,638,854,8351,9881,9889
387,749,2491,7862,9199,9312
387,1490,2360,6778,9435,9550
391,2366,4871,7118,7504,7750
393,640,4984,7628,7991,8364
395,755,2614,8625,8742,8869
402,761,1375,8231,9556,9675
403,1244,1502,8750,8997,9104
404,2138,4151,6424,8375,8508
407,549,2514,7759,9326,9445
407,1730,5213,7009,7760,7881
408,4155,4617,6152,7269,7399
409,880,3105,7275,9108,9223
409,1125,2743,7399,9107,9217
411,557,882,8894,9567,9689
411,658,2865,7278,9336,9452
413,659,774,8895,9569,9690
415,778,1890,7654,9570,9693
415,3460,3586,6162,8129,8248
419,781,1745,8250,9346,9459
421,2760,5690,5939,7532,7658
423,1897,2538,6563,9231,9348
425,1629,2648,7156,9018,9124
426,564,4055,7031,8904,9020
427,892,1146,8256,9579,9700
428,791,1527,8664,9238,9352
429,896,1528,8778,9130,9239
431,1635,4296,6699,8396,8543
434,570,687,8547,9808,9954
436,689,899,8675,9596,9705
439,1160,1765,7793,9364,9479
442,693,2555,7917,9143,9250
444,1535,3952,6824,8560,8685
445,1030,2778,7917,8793,9037
446,582,1536,9038,9145,9253
451,1305,2558,6826,9373,9487
455,584,1035,8161,9824,9941
461,589,2429,7186,9609,9726
461,807,915,8053,9826,9938
461,1426,1774,7927,9151,9261
465,1541,2061,7063,9380,9490
466,2063,2787,6483,9045,9156
466,2566,3379,6215,8571,8803
472,706,1782,7699,9614,9727
474,709,1177,8294,9619,9727
474,924,1787,8816,8950,9049
475,1941,4326,5737,8703,8818
476,711,2919,7458,9162,9274
481,599,2323,6845,9839,9913
482,1557,2323,6740,9391,9507
483,720,3051,6846,9392,9508
484,2928,3978,6098,8069,8443
487,603,3055,7835,8960,9060
489,947,1193,8450,9403,9518
490,1562,1816,7209,9404,9519
493,1452,3648,6377,8964,9066
493,2587,2703,5754,9174,9289
496,1570,2214,7475,9068,9177
497,2588,2813,5171,9406,9525
498,616,2590,7359,9411,9526
498,1202,1691,7220,9639,9750
501,616,4954,5890,8969,9070
503,833,1467,8727,9178,9292
503,2950,4001,6009,8201,8336
505,618,2713,6762,9643,9759
508,843,1212,8477,9426,9534
514,962,2717,6397,9647,9763
515,631,745,8345,9874,9890
520,849,2106,7108,9652,9765
521,2109,3676,5189,9196,9309
521,2605,3793,6772,8095,8214
522,637,2488,7376,9433,9544
524,1224,1709,7115,9658,9770
527,973,1489,7241,9882,9888
528,1846,4362,5658,8740,8866
531,1597,1713,7865,9091,9203
534,1106,1493,8224,9205,9438
535,643,2844,8367,8742,8869
537,1239,2373,7756,8994,9101
537,2125,2371,6659,9101,9207
540,3318,4989,6891,7003,7259
543,2380,3321,7513,8007,8236
550,1384,2519,6301,9562,9684
551,2987,4279,6045,8013,8125
553,772,2144,7277,9566,9688
558,1269,2271,8246,8761,8895
558,2390,3219,6800,8381,8652
559,1270,1391,8654,9010,9116
561,1273,2157,7658,9121,9230
561,1397,3116,6688,9012,9226
563,1276,3939,7030,8534,8658
563,5026,5495,5927,6348,6641
565,1406,1525,8141,9125,9238
567,1281,2165,6697,9589,9701
569,2544,3834,5358,8670,9025
569,2765,2886,6458,8541,8781
570,684,2166,6819,9807,9954
574,2171,2290,6583,9135,9247
575,1413,2040,8151,8790,9031
575,2293,2661,6191,9032,9248
578,799,3840,6824,8926,9033
579,693,2177,8156,9143,9252
580,1536,2557,6474,9369,9484
583,2183,2672,6591,8932,9039
584,1168,4919,5599,8796,8934
585,702,806,9042,9377,9488
585,910,1931,8163,9151,9260
588,1171,4418,5844,8937,9042
591,1319,2066,7819,9046,9159
591,2066,2189,6729,9158,9267
592,709,1321,8948,9160,9270
593,1324,1941,7707,9161,9274
593,3506,5039,6087,7070,7705
594,710,2318,7943,9161,9274
595,815,3389,7196,8952,9053
596,815,1057,8176,9623,9733
596,1943,2076,6492,9390,9503
600,1181,1946,7830,9163,9280
600,1799,2200,6957,9164,9280
602,721,2078,6847,9841,9911
603,723,936,8829,9399,9510
604,1192,1679,8073,9167,9285
604,1193,2207,6624,9631,9741
611,1195,2811,7354,8963,9066
611,2088,2213,6625,9174,9289
613,950,1073,7602,9858,9904
617,735,2342,7360,9417,9529
617,3416,4240,5062,8199,8466
624,2597,2827,5898,8976,9078
628,1351,2600,7365,8977,9079
630,963,1094,8345,9430,9538
635,1981,2481,6401,9194,9308
635,2233,2726,5431,9431,9544
638,2357,2491,5656,9310,9548
638,4265,4458,6133,6880,7626
639,4284,5028,6001,6458,7590
643,2118,2243,7869,8501,8626
645,2120,5440,6657,7508,7630
645,2731,4606,7123,7387,7508
646,760,866,8503,9554,9671
648,1722,4029,7000,8230,8371
648,3915,4372,6418,7258,7389
649,868,4610,7390,8111,8372
653,4623,5191,5550,6403,7580
654,765,5332,6895,8116,8238
656,766,3922,7515,8509,8632
656,1506,2632,6431,9328,9447
659,1131,3931,6049,9005,9225
665,1746,3718,6315,8656,8900
665,2537,3716,6563,8133,8386
672,1015,3591,7533,8533,8656
673,3464,5464,5578,7286,7535
674,788,2277,7899,9125,9237
678,2164,3350,7160,8257,8391
680,1527,3473,7670,8258,8392
682,1634,4395,5356,8909,9024
683,1755,3009,6180,9132,9241
689,1911,2413,6708,9031,9248
691,1534,2294,7307,9032,9142
694,1163,3845,6333,8931,9034
694,3020,3486,6334,8047,8419
696,1305,2421,6722,9370,9486
697,804,2050,8048,9145,9256
701,1659,2184,6594,9375,9487
704,808,3861,6207,9155,9265
706,1542,2433,7329,8944,9046
708,1545,3384,6604,8811,8948
709,2073,2194,5269,9835,9920
724,826,1812,7836,9286,9516
724,1333,2804,7594,8713,8832
729,1571,3171,6964,8725,8840
733,1966,2945,5889,9177,9290
736,1080,4960,5178,8973,9073
738,1351,1694,7735,9184,9298
739,1351,2471,7613,8851,8975
740,1475,4578,4718,9188,9301
740,2473,2956,5898,8854,9079
744,2352,4007,5306,8735,8856
745,851,1219,8213,9431,9541
745,963,3191,6130,9431,9540
746,968,4124,5188,9431,9543
748,1224,1488,7114,9657,9769
749,1102,2111,7748,9091,9199
750,856,975,7988,9659,9772
753,4530,5500,5678,6305,7234
754,4588,4900,5897,6386,7475
756,1599,4270,7629,7750,7996
756,5028,5193,5516,6305,7202
758,5037,5273,5579,6035,7318
760,2972,3694,5443,8504,8627
762,2256,2627,6042,9103,9210
763,1379,1502,8373,8880,9103
763,3809,5444,5560,6792,7632
767,1124,3213,7011,8885,9000
770,1005,1259,8639,9107,9220
770,1734,3452,6155,8886,9003
773,2018,2639,6675,8891,9004
778,2748,2867,6437,8517,8653
781,1518,1626,8522,8655,8898
783,2996,3223,5693,8533,8772
791,894,1281,8665,9130,9239
792,1154,1529,8150,9133,9242
792,1156,1411,8265,9133,9243
793,2171,2411,7678,8399,8548
794,1284,1412,7678,9361,9471
795,1027,3838,5956,9136,9248
795,1533,3132,7304,8557,8679
795,1762,4196,6187,8271,8789
799,1535,3952,6473,8558,8683
800,904,1418,7560,9601,9717
800,2419,3368,6720,8277,8416
801,1300,1771,8158,8932,9038
803,2902,3743,6475,7918,8159
804,3135,3743,7060,7569,7689
805,2424,3136,6931,8281,8423
806,1425,4078,6206,8689,8796
808,1934,2188,7328,8802,8940
809,3259,4536,4675,8288,8433
811,1049,1780,6602,9833,9925
811,1320,1665,7330,9382,9492
813,921,1055,7455,9834,9922
813,923,1323,8061,9385,9495
813,1056,1179,7196,9837,9919
816,931,1181,7710,9624,9738
816,1057,3155,5616,9623,9733
818,932,3269,5619,9624,9738
818,1061,1557,7200,9626,9738
820,1062,1674,7079,9627,9738
820,1327,2202,7203,9164,9284
828,1450,2333,7837,8716,8836
829,3059,3991,4564,8721,8836
830,948,2334,6963,9404,9521
830,949,1566,7728,9405,9522
833,1078,1691,6630,9867,9901
834,954,1348,7096,9868,9900
835,955,1577,6864,9869,9900
837,958,1577,7225,9644,9759
841,1472,1972,6764,9419,9532
842,1088,1694,6972,9645,9759
844,3669,3894,5534,7849,8210
845,1835,4963,5534,8343,8480
846,1585,1976,7103,9189,9301
847,1704,1978,6978,9190,9303
847,2231,2959,5902,8981,9080
853,1843,4863,6132,8095,8214
854,2110,3080,7113,8349,8494
855,1367,1710,7986,8991,9091
855,2837,3430,6030,8353,8495
858,3808,5034,6377,6821,7102
859,4762,4980,5672,6802,6925
863,2844,4873,6784,7250,7386
865,3996,5534,5935,6429,7241
867,1239,2127,7002,9324,9441
871,1608,2135,8007,8630,8749
872,1380,2975,7263,8630,8880
873,1611,2630,7008,8880,8998
874,1870,3208,6665,8632,8751
875,1000,2139,7881,8999,9106
876,1252,1612,8509,8751,9000
882,1510,3580,7887,8013,8128
885,2393,3934,6159,8247,8382
886,1012,1894,7405,9344,9459
889,1017,1401,7418,9576,9699
893,1632,1903,7422,9023,9127
896,1408,3942,5820,8910,9024
897,1021,1152,7168,9807,9955
898,1529,3011,6184,9134,9244
899,1646,2891,6184,9135,9245
902,1414,2292,7680,8790,8922
902,1913,2550,6922,8790,8923
903,1292,1653,7308,9364,9480
903,1913,2416,7051,8791,8926
904,1163,3248,5838,9366,9481
906,1165,1424,7180,9605,9720
911,2674,2783,7184,8165,8283
919,2679,2914,6219,8572,8697
920,2569,4424,5857,8058,8172
926,1324,1788,7075,9387,9500
927,1179,2196,7826,8819,9053
930,1794,2798,7076,8583,8819
933,1182,3635,6234,8959,9057
939,1065,3872,6102,8961,9061
940,1810,3274,5747,9061,9168
946,1680,3402,7206,8317,8449
951,1344,1826,7843,8968,9068
953,1465,3281,6862,8597,8842
953,1573,1966,6118,9640,9750
954,1573,2463,6970,8970,9070
958,2714,4447,5066,8339,8476
960,1473,3072,6012,9185,9298
961,1474,2956,6124,9186,9299
961,1475,1835,6767,9427,9535
963,1356,1837,6875,9430,9539
966,1839,2354,6772,8985,9084
970,1102,1709,7241,9433,9545
971,1595,3300,6279,8865,8990
975,1104,3197,7865,8362,8497
975,4677,5132,5436,6568,7212
978,2966,3557,7120,7629,7750
978,4779,5324,5719,6253,6947
979,3834,4925,6148,6510,7604
980,3865,5140,6084,6443,7488
986,1110,2249,7124,9208,9323
992,1112,1499,7630,9325,9442
997,1505,1612,8008,8880,8998
1002,1385,3450,7271,8379,8513
1007,1619,4043,5932,8643,8756
1007,2526,2745,6557,8515,8650
1010,1511,1620,7521,9113,9225
1012,1271,1513,7405,9342,9457
1017,1753,3595,6320,8539,8776
1018,1147,3728,6177,8907,9023
1018,2405,3598,7293,7780,7906
1019,2035,3125,7167,8261,8393
1021,3010,3126,6182,8264,8397
1024,2287,2766,6464,8672,8787
1026,1908,3602,7045,8151,8268
1026,2660,2892,5477,8916,9029
1028,1159,1290,7681,9363,9479
1028,2176,2553,7560,8273,8410
1034,2049,2779,7440,8278,8420
1035,1537,3743,6203,8688,8794
1036,3025,3954,6725,7571,7689
1037,3026,3136,7063,7811,7927
1038,1774,2427,6343,9154,9264
1046,1775,4316,5601,8568,8694
1046,3142,3863,5725,8055,8169
1055,2794,2915,6221,8437,8578
1056,1550,3041,7071,8579,8703
1058,1554,3870,5505,8958,9055
1060,1797,3515,6097,8707,8824
1063,1185,1951,7351,9166,9284
1063,2580,4549,5049,8313,8446
1066,1447,2330,6240,9402,9515
1066,2331,3056,6242,8590,8715
1072,1194,3275,6000,9171,9288
1072,1563,1816,6625,9404,9520
1072,3058,4100,5630,7952,8188
1073,2088,3169,6110,8721,8839
1075,1464,2335,7094,8964,9068
1078,1205,3885,6257,8728,8847
1080,1579,4111,5178,8975,9077
1089,1583,4962,5423,8341,8602
1090,2230,3074,6265,8608,8733
1094,1588,2353,7620,8610,8735
1095,1590,1838,6980,9193,9304
1097,2109,3293,5430,8986,9085
1100,1360,1486,7983,8986,9085
1100,2356,2606,5431,9197,9310
1103,1224,1596,6648,9659,9770
1104,4871,5548,5782,6287,6408
1105,1228,1714,8219,8742,8992
1109,5104,5346,5591,6278,6572
1110,3203,3559,5790,8109,8229
1114,4202,5348,5915,6322,7099
1118,1609,1725,6893,9211,9444
1118,1724,4275,6891,7877,8115
1119,1727,2258,7513,8632,8751
1123,2383,3569,6796,8010,8119
1128,1387,4159,5930,8641,8755
1128,1886,3218,7401,8125,8242
1130,1511,1619,7402,9113,9225
1130,2019,2528,6558,8761,9004
1134,1513,4289,7405,7769,7890
1136,2749,5005,5686,7655,7769
1137,1515,2272,7656,8655,8765
1138,2535,2644,7530,8022,8131
1140,1274,1628,7152,9347,9459
1142,2026,2648,7660,8136,8388
1143,1629,2399,6911,8901,9017
1145,2160,2277,7777,8253,8388
1145,2649,2763,6913,8140,8390
1146,2763,4189,6694,7541,7667
1148,1754,1906,8260,8392,8540
1150,1635,1754,5696,9806,9959
1157,1908,2546,6573,8789,9027
1157,3012,3128,5477,8551,8675
1161,2045,3247,6074,8681,8792
1165,1423,3487,6199,8794,8932
1170,3374,3746,5969,7691,8050
1172,1932,2675,6726,8694,8801
1175,1936,2190,6946,8808,8945
1176,1936,2914,5981,8946,9047
1176,1937,2193,6486,9048,9160
1180,1671,3043,6096,8955,9055
1184,1674,4941,5048,8444,8709
1187,1329,2930,6102,9167,9285
1193,2084,5052,5167,8188,8316
1197,1961,2940,6858,8451,8593
1198,1461,3650,5887,8840,8964
1203,1829,4570,4956,8598,8844
1206,1468,4109,5174,8971,9072
1211,3072,3419,6124,7970,8204
1211,3284,3893,5067,8205,8340
1214,1351,1584,7365,9186,9300
1216,1976,4860,5648,8089,8211
1216,2103,3074,6016,8735,8856
1221,2724,2960,7492,7621,7982
1222,1982,3794,5650,8614,8738
1223,3794,4359,5653,6987,7984
1224,1596,2964,6134,8991,9091
1226,2362,3555,7242,7627,7988
1231,4618,5098,5320,6623,7110
1234,1601,3201,7630,8108,8226
1239,1723,2507,6790,8747,8994
1249,1612,1871,7636,8751,8881
1254,1508,2858,7762,8239,8379
1264,1510,5111,5219,8381,8515
1266,3219,3455,6158,7887,8015
1268,3109,4045,6159,7652,7767
1271,3221,4500,5346,7769,7893
1275,1400,1628,8025,8771,8901
1277,1403,3939,5945,8662,8774
1280,2030,3227,7292,8029,8142
1283,1908,3945,6918,7913,8033
1285,2173,3130,6329,8407,8676
1285,2892,5135,6466,6919,7303
1292,1416,3132,6923,8557,8680
1297,3366,3741,5138,8044,8414
1300,1653,2178,6474,9143,9252
1300,1922,3133,7440,8047,8158
1309,2186,3028,6482,8427,8568
1310,3378,4421,4675,7929,8287
1310,3619,4922,5974,6482,7693
1312,1541,2677,6727,8803,8940
1320,4677,4822,5500,5981,7700
1324,1787,6088,6608,6735,7458
1325,1553,2321,8066,8297,8438
1325,1942,3155,6844,8296,8438
1325,2077,2576,6493,8706,8823
1326,2578,4332,5277,8182,8305
1327,1443,4225,6235,8184,8586
1334,2452,2583,5400,9062,9169
1337,3765,4340,6107,6856,7595
1340,1960,2939,7726,7957,8078
1342,1685,3169,6246,8721,8837
1342,2214,3525,6003,8323,8593
1343,2090,2335,7958,8079,8195
1351,1833,4005,6518,8086,8207
1353,1476,1703,6976,9190,9302
1357,1479,1704,7620,8857,8983
1359,1706,2355,6984,8737,8859
1360,1487,1844,7237,8987,9085
1364,1844,3548,6133,8495,8616
1365,1488,4012,5778,8617,8740
1367,4213,4699,6008,6481,7232
1369,1714,3436,7385,7992,8104
1369,4262,5148,5450,6553,7218
1370,4252,5297,5587,6533,6961
1372,4662,4808,6044,6292,6822
1374,1863,2376,7510,8372,8505
1374,1995,5097,6888,7258,7388
1378,4225,5110,5607,6716,6964
1381,2853,3100,6550,7880,8236
